Model_Year,Manufacturer,Brand,Model,Engine_Displacement,Cylinders,Transmission,Num_Gears,Drive_Type,City_MPG,Hwy_MPG,Combined_MPG,Vehicle_Class,Annual_Fuel_Cost,FE_Rating,GHG_Rating,City_CO2,Hwy_CO2,Combined_CO2,Savings_5yr,Extra_Spend_5yr,Gas_Guzzler,Air_Aspiration,StopStart_System
2025,Toyota,TOYOTA,4RUNNER 2WD,2.4,4,Auto(S8),8,"2-Wheel Drive, Rear",20,24,22,Standard SUV 2WD,2400,5,5,436,365,404,,2500.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,4RUNNER 4WD,2.4,4,Auto(S8),8,Part-time 4-Wheel Drive,19,25,21,Standard SUV 4WD,2500,4,4,464,358,417,,3000.0,,Turbocharged,No
2025,Toyota,TOYOTA,4RUNNER 4WD,2.4,4,Auto(S8),8,4-Wheel Drive,20,24,21,Standard SUV 4WD,2500,4,4,451,371,415,,3000.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,4RUNNER 4WD,2.4,4,Auto(S8),8,Part-time 4-Wheel Drive,23,24,23,Standard SUV 4WD,2300,5,5,392,366,380,,2000.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,4RUNNER 4WD,2.4,4,Auto(S8),8,4-Wheel Drive,23,24,23,Standard SUV 4WD,2300,5,5,393,365,380,,2000.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,CAMRY HEV AWD LE,2.5,4,Auto(AV-S6),6,All Wheel Drive,51,49,50,Midsize Cars,1050,8,8,174,182,177,4250.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,CAMRY HEV AWD SE/XLE,2.5,4,Auto(AV-S6),6,All Wheel Drive,46,46,46,Midsize Cars,1150,8,8,189,189,189,3750.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,CAMRY HEV AWD XSE,2.5,4,Auto(AV-S6),6,All Wheel Drive,44,43,44,Midsize Cars,1200,7,7,199,204,199,3500.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,CAMRY HEV FF LE,2.5,4,Auto(AV-S6),6,"2-Wheel Drive, Front",53,50,51,Midsize Cars,1050,8,8,168,179,173,4250.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,CAMRY HEV FF SE/XLE/XSE,2.5,4,Auto(AV-S6),6,"2-Wheel Drive, Front",48,47,47,Midsize Cars,1100,8,8,184,188,186,4000.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,COROLLA,2.0,4,Auto(AV),1,"2-Wheel Drive, Front",32,41,35,Compact Cars,1500,7,7,277,216,254,2000.0,,,Naturally Aspirated,No
2025,Toyota,TOYOTA,COROLLA,2.0,4,Auto(AV),1,"2-Wheel Drive, Front",31,40,34,Compact Cars,1550,7,7,286,223,257,1750.0,,,Naturally Aspirated,No
2025,Toyota,TOYOTA,COROLLA,2.0,4,Auto(AV-S10),10,"2-Wheel Drive, Front",31,38,34,Compact Cars,1550,7,7,292,232,265,1750.0,,,Naturally Aspirated,No
2025,Toyota,TOYOTA,COROLLA CROSS,2.0,4,Auto(AV-S10),10,"2-Wheel Drive, Front",31,33,32,Small SUV 2WD,1650,6,6,283,267,276,1250.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,COROLLA CROSS AWD,2.0,4,Auto(AV-S10),10,All Wheel Drive,29,31,30,Small SUV 4WD,1750,6,6,305,282,294,750.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,COROLLA CROSS HYBRID AWD,2.0,4,Auto(AV-S6),6,All Wheel Drive,45,38,42,Small SUV 4WD,1250,7,7,195,231,209,3250.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,COROLLA FX,2.0,4,Auto(AV),1,"2-Wheel Drive, Front",31,39,34,Compact Cars,1550,7,7,289,226,261,1750.0,,,Naturally Aspirated,No
2025,Toyota,TOYOTA,COROLLA HATCHBACK,2.0,4,Auto(AV-S10),10,"2-Wheel Drive, Front",32,41,35,Compact Cars,1500,7,7,278,217,254,2000.0,,,Naturally Aspirated,No
2025,Toyota,TOYOTA,COROLLA HATCHBACK XSE,2.0,4,Auto(AV-S10),10,"2-Wheel Drive, Front",30,38,33,Compact Cars,1600,6,6,295,230,266,1500.0,,,Naturally Aspirated,No
2025,Toyota,TOYOTA,COROLLA HYBRID,1.8,4,Auto(AV),1,"2-Wheel Drive, Front",53,46,50,Compact Cars,1050,8,8,163,186,173,4250.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,COROLLA HYBRID,1.8,4,Auto(AV),1,"2-Wheel Drive, Front",50,43,47,Compact Cars,1100,8,8,173,204,186,4000.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,COROLLA HYBRID AWD,1.8,4,Auto(AV),1,All Wheel Drive,51,44,48,Compact Cars,1100,8,8,167,194,179,4000.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,COROLLA HYBRID AWD,1.8,4,Auto(AV),1,All Wheel Drive,47,41,44,Compact Cars,1200,7,7,186,214,199,3500.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,GR COROLLA,1.6,3,Auto(S8),8,All Wheel Drive,19,27,22,Subcompact Cars,2900,5,5,455,321,395,,5000.0,,Turbocharged,No
2025,Toyota,TOYOTA,GR COROLLA,1.6,3,Manual(M6),6,All Wheel Drive,21,28,24,Subcompact Cars,2650,5,5,415,311,368,,3750.0,,Turbocharged,No
2025,Toyota,TOYOTA,GR86,2.4,4,Manual(M6),6,"2-Wheel Drive, Rear",20,26,22,Minicompact Cars,2900,5,5,454,336,401,,5000.0,,Naturally Aspirated,No
2025,Toyota,TOYOTA,GR86,2.4,4,Auto(S6),6,"2-Wheel Drive, Rear",21,30,24,Minicompact Cars,2650,5,5,423,296,366,,3750.0,,Naturally Aspirated,No
2025,Toyota,TOYOTA,GRAND HIGHLANDER AWD LE/XLE,2.4,4,Auto(S8),8,All Wheel Drive,21,27,23,Standard SUV 4WD,2300,5,5,424,325,379,,2000.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,GRAND HIGHLANDER AWD LIMITED/PLATINUM,2.4,4,Auto(S8),8,All Wheel Drive,20,26,22,Standard SUV 4WD,2400,5,5,433,338,400,,2500.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,GRAND HIGHLANDER HYBRID,2.5,4,Auto(AV-S6),6,"2-Wheel Drive, Front",37,34,36,Standard SUV 2WD,1450,7,7,237,258,246,2250.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,GRAND HIGHLANDER HYBRID AWD,2.5,4,Auto(AV-S6),6,All Wheel Drive,36,32,34,Standard SUV 4WD,1550,7,7,245,275,258,1750.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,GRAND HIGHLANDER HYBRID AWD,2.4,4,Auto(S6),6,All Wheel Drive,26,27,27,Standard SUV 4WD,1950,5,5,338,325,332,,250.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,GRAND HIGHLANDER LE/XLE,2.4,4,Auto(S8),8,"2-Wheel Drive, Front",21,28,24,Standard SUV 2WD,2200,5,5,419,313,371,,1500.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,GRAND HIGHLANDER LIMITED,2.4,4,Auto(S8),8,"2-Wheel Drive, Front",21,28,24,Standard SUV 2WD,2200,5,5,410,312,366,,1500.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,HIGHLANDER,2.4,4,Auto(S8),8,"2-Wheel Drive, Front",22,29,25,Small SUV 2WD,2100,5,5,403,305,359,,1000.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,HIGHLANDER,2.4,4,Auto(S8),8,"2-Wheel Drive, Front",21,28,24,Small SUV 2WD,2200,5,5,419,311,370,,1500.0,,Turbocharged,No
2025,Toyota,TOYOTA,HIGHLANDER AWD,2.4,4,Auto(S8),8,All Wheel Drive,21,28,24,Small SUV 4WD,2200,5,5,415,318,371,,1500.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,HIGHLANDER HYBRID AWD,2.5,4,Auto(AV-S6),6,All Wheel Drive,35,35,35,Standard SUV 4WD,1500,7,7,252,256,254,2000.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,HIGHLANDER HYBRID AWD LTD/PLAT,2.5,4,Auto(AV-S6),6,All Wheel Drive,35,34,35,Standard SUV 4WD,1500,7,7,248,259,253,2000.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,LAND CRUISER,2.4,4,Auto(S8),8,4-Wheel Drive,22,25,23,Standard SUV 4WD,2750,5,5,402,355,381,,4250.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,PRIUS,2.0,4,Auto(AV),1,"2-Wheel Drive, Front",57,56,57,Midsize Cars,900,8,8,154,158,155,5000.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,PRIUS AWD,2.0,4,Auto(AV),1,Part-time 4-Wheel Drive,53,54,54,Midsize Cars,950,8,8,166,163,163,4750.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,PRIUS AWD XLE/LTD,2.0,4,Auto(AV),1,Part-time 4-Wheel Drive,49,50,49,Midsize Cars,1050,8,8,179,176,179,4250.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,PRIUS XLE/LTD,2.0,4,Auto(AV),1,"2-Wheel Drive, Front",52,52,52,Midsize Cars,1000,8,8,168,169,169,4500.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,RAV4,2.5,4,Auto(S8),8,"2-Wheel Drive, Front",27,35,30,Small SUV 2WD,1750,6,6,321,256,292,750.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,RAV4 AWD,2.5,4,Auto(S8),8,All Wheel Drive,27,33,29,Small SUV 4WD,1800,6,6,330,267,301,500.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,RAV4 AWD,2.5,4,Auto(S8),8,All Wheel Drive,25,33,28,Small SUV 4WD,1900,6,6,360,270,320,0.0,,,Naturally Aspirated,No
2025,Toyota,TOYOTA,RAV4 AWD LE,2.5,4,Auto(S8),8,All Wheel Drive,27,34,30,Small SUV 4WD,1750,6,6,325,260,296,750.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,RAV4 HYBRID AWD,2.5,4,Auto(AV-S6),6,All Wheel Drive,41,38,39,Small SUV 4WD,1350,7,7,215,235,224,2750.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,RAV4 HYBRID AWD WOODLAND EDITION,2.5,4,Auto(AV-S6),6,All Wheel Drive,38,35,37,Small SUV 4WD,1400,7,7,229,253,240,2500.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,SEQUOIA 2WD,3.4,6,Auto(S10),10,"2-Wheel Drive, Rear",21,24,22,Standard SUV 2WD,2400,5,5,430,370,403,,2500.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,SEQUOIA 4WD,3.4,6,Auto(S10),10,Part-time 4-Wheel Drive,19,22,20,Standard SUV 4WD,2600,4,4,474,397,439,,3500.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,SIENNA,2.5,4,Auto(AV-S6),6,"2-Wheel Drive, Front",36,36,36,"Special Purpose Vehicle, minivan 2WD",1450,7,7,247,244,246,2250.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,SIENNA AWD,2.5,4,Auto(AV-S6),6,All Wheel Drive,34,36,35,"Special Purpose Vehicle, minivan 4WD",1500,7,7,256,249,253,2000.0,,,Naturally Aspirated,Yes
2025,BMW,TOYOTA,Supra 2.0,2.0,4,Auto(S8),8,"2-Wheel Drive, Rear",25,31,27,Two Seaters,2350,5,5,350,288,322,,2250.0,,Turbocharged,Yes
2025,BMW,TOYOTA,Supra 3.0,3.0,6,Auto(S8),8,"2-Wheel Drive, Rear",23,31,26,Two Seaters,2450,5,5,385,289,342,,2750.0,,Turbocharged,Yes
2025,BMW,TOYOTA,Supra 3.0,3.0,6,Manual(M6),6,"2-Wheel Drive, Rear",19,27,21,Two Seaters,3050,4,4,476,331,411,,5750.0,,Turbocharged,No
2025,Toyota,TOYOTA,TACOMA 2WD,2.4,4,Auto(S8),8,"2-Wheel Drive, Rear",20,26,23,Small Pick-up Trucks 2WD,2300,5,5,435,343,394,,2000.0,,Turbocharged,No
2025,Toyota,TOYOTA,TACOMA 4WD,2.4,4,Auto(S8),8,Part-time 4-Wheel Drive,19,24,21,Small Pick-up Trucks 4WD,2500,4,4,472,364,424,,3000.0,,Turbocharged,No
2025,Toyota,TOYOTA,TACOMA 4WD MT,2.4,4,Manual(M6),6,Part-time 4-Wheel Drive,18,23,20,Small Pick-up Trucks 4WD,2600,4,4,499,393,452,,3500.0,,Turbocharged,No
2025,Toyota,TOYOTA,TACOMA HYBRID 4WD,2.4,4,Auto(S8),8,Part-time 4-Wheel Drive,22,24,23,Standard Pick-up Trucks 4WD,2300,5,5,403,366,386,,2000.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,TACOMA HYBRID 4WD,2.4,4,Auto(S8),8,4-Wheel Drive,23,24,23,Standard Pick-up Trucks 4WD,2300,5,5,393,365,380,,2000.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,TACOMA SR5/SPORT/OFFROAD/LIMITED 4WD,2.4,4,Auto(S8),8,Part-time 4-Wheel Drive,19,23,21,Small Pick-up Trucks 4WD,2500,4,4,469,388,433,,3000.0,,Turbocharged,No
2025,Toyota,TOYOTA,TACOMA SR5/SPORT/OFFROAD/LIMITED 4WD,2.4,4,Auto(S8),8,Part-time 4-Wheel Drive,20,23,21,Small Pick-up Trucks 4WD,2500,4,4,448,386,420,,3000.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,TACOMA SR5/SPORT/OFFROAD/LIMITED 4WD,2.4,4,Auto(S8),8,Part-time 4-Wheel Drive,19,24,21,Small Pick-up Trucks 4WD,2500,4,4,473,365,424,,3000.0,,Turbocharged,No
2025,Toyota,TOYOTA,TACOMA SR5/SPORT/PRERUNNER 2WD,2.4,4,Auto(S8),8,"2-Wheel Drive, Rear",20,24,22,Small Pick-up Trucks 2WD,2400,5,5,436,365,404,,2500.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,TACOMA SR5/SPORT/PRERUNNER 2WD,2.4,4,Auto(S8),8,"2-Wheel Drive, Rear",21,26,23,Small Pick-up Trucks 2WD,2300,5,5,431,347,393,,2000.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,TOYOTA CROWN AWD,2.5,4,Auto(AV),1,All Wheel Drive,42,41,41,Midsize Cars,1300,7,7,209,214,214,3000.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,TOYOTA CROWN AWD,2.4,4,Auto(AV-S6),6,All Wheel Drive,29,32,30,Midsize Cars,1750,6,6,303,272,293,750.0,,,Turbocharged,Yes
2025,Toyota,TOYOTA,TOYOTA CROWN SIGNIA AWD,2.5,4,Auto(AV-S6),6,All Wheel Drive,39,37,38,Small Station Wagons,1400,7,7,226,237,231,2500.0,,,Naturally Aspirated,Yes
2025,Toyota,TOYOTA,TUNDRA 2WD,3.4,6,Auto(S10),10,"2-Wheel Drive, Rear",18,23,20,Standard Pick-up Trucks 2WD,2600,4,4,497,392,450,,3500.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,TUNDRA 2WD,3.4,6,Auto(S10),10,"2-Wheel Drive, Rear",18,23,20,Standard Pick-up Trucks 2WD,2600,4,4,493,379,442,,3500.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,TUNDRA 2WD,3.4,6,Auto(S10),10,"2-Wheel Drive, Rear",20,24,22,Standard Pick-up Trucks 2WD,2400,5,5,441,370,409,,2500.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,TUNDRA 4WD,3.4,6,Auto(S10),10,Part-time 4-Wheel Drive,17,22,19,Standard Pick-up Trucks 4WD,2750,4,4,510,398,460,,4250.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,TUNDRA 4WD,3.4,6,Auto(S10),10,Part-time 4-Wheel Drive,17,22,19,Standard Pick-up Trucks 4WD,2750,4,4,518,408,468,,4250.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,TUNDRA 4WD,3.4,6,Auto(S10),10,Part-time 4-Wheel Drive,19,22,20,Standard Pick-up Trucks 4WD,2600,4,4,474,397,439,,3500.0,,Turbocharged,Yes
2025,Toyota,TOYOTA,TUNDRA 4WD PRO,3.4,6,Auto(S10),10,Part-time 4-Wheel Drive,18,20,19,Standard Pick-up Trucks 4WD,2750,4,4,483,435,461,,4250.0,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,Atlas,2.0,4,Auto(S8),8,"2-Wheel Drive, Front",20,26,22,Small SUV 2WD,2400,5,5,452,340,402,,2500.0,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,Atlas 4Motion Peak Edition,2.0,4,Auto(S8),8,All Wheel Drive,18,25,20,Small SUV 4WD,2600,4,4,499,358,436,,3500.0,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,Atlas Cross Sport,2.0,4,Auto(S8),8,"2-Wheel Drive, Front",20,26,23,Small SUV 2WD,2300,5,5,437,336,392,,2000.0,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,Atlas Cross Sport 4Motion,2.0,4,Auto(S8),8,All Wheel Drive,19,26,21,Small SUV 4WD,2500,4,4,481,346,420,,3000.0,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,Atlas SE 4Motion,2.0,4,Auto(S8),8,All Wheel Drive,19,26,21,Small SUV 4WD,2500,4,4,481,346,420,,3000.0,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,Atlas SEL 4Motion,2.0,4,Auto(S8),8,All Wheel Drive,18,25,21,Small SUV 4WD,2500,4,4,486,357,428,,3000.0,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,GLI,2.0,4,Auto(AM-S7),7,"2-Wheel Drive, Front",25,35,29,Compact Cars,1800,6,6,360,252,311,500.0,,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,GLI,2.0,4,Manual(M6),6,"2-Wheel Drive, Front",26,36,30,Compact Cars,1750,6,6,346,247,301,750.0,,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,Golf R,2.0,4,Auto(AM-S7),7,All Wheel Drive,22,31,25,Compact Cars,2550,5,5,397,289,349,,3250.0,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,GTI,2.0,4,Auto(AM-S7),7,"2-Wheel Drive, Front",24,32,27,Compact Cars,1950,5,5,365,278,326,,250.0,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,Jetta,1.5,4,Auto(S8),8,"2-Wheel Drive, Front",29,39,33,Compact Cars,1600,6,6,307,227,271,1500.0,,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,Jetta Sport/SE/SEL,1.5,4,Auto(S8),8,"2-Wheel Drive, Front",29,40,33,Compact Cars,1600,6,6,310,224,271,1500.0,,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,Taos,1.5,4,Auto(S8),8,"2-Wheel Drive, Front",28,36,31,Small SUV 2WD,1700,6,6,312,247,287,1000.0,,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,Taos 4Motion,1.5,4,Auto(S8),8,All Wheel Drive,25,33,28,Small SUV 4WD,1900,6,6,355,274,318,0.0,,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,Tiguan,2.0,4,Auto(S8),8,"2-Wheel Drive, Front",25,32,28,Small SUV 2WD,1900,6,6,355,277,320,0.0,,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,Tiguan 4Motion,2.0,4,Auto(S8),8,All Wheel Drive,22,30,25,Small SUV 4WD,2100,5,5,398,294,351,,1000.0,,Turbocharged,Yes
2025,Volkswagen Group of,Volkswagen,Tiguan S,2.0,4,Auto(S8),8,"2-Wheel Drive, Front",26,34,29,Small SUV 2WD,1800,6,6,345,260,307,500.0,,,Turbocharged,Yes
2025,Volvo,"Volvo Cars of North America, LLC",S60 B5,2.0,4,Auto(S8),8,"2-Wheel Drive, Front",27,36,30,Compact Cars,2100,6,6,333,248,295,,1000.0,,Turbocharged,Yes
2025,Volvo,"Volvo Cars of North America, LLC",S60 B5 AWD,2.0,4,Auto(S8),8,All Wheel Drive,25,34,28,Compact Cars,2300,6,6,352,265,313,,2000.0,,Turbocharged,Yes
2025,Volvo,"Volvo Cars of North America, LLC",S90 B6 AWD,2.0,4,Auto(S8),8,All Wheel Drive,23,31,26,Midsize Cars,2450,5,5,386,287,341,,2750.0,,Turbocharged+Supercharged,Yes
2025,Volvo,"Volvo Cars of North America, LLC",V90CC B6 AWD,2.0,4,Auto(S8),8,All Wheel Drive,22,29,25,Midsize Station Wagons,2550,5,5,403,304,358,,3250.0,,Turbocharged+Supercharged,Yes
2025,Volvo,"Volvo Cars of North America, LLC",XC40 B5 AWD,2.0,4,Auto(S8),8,All Wheel Drive,23,30,26,Small SUV 4WD,2450,5,5,381,296,343,,2750.0,,Turbocharged,Yes
2025,Volvo,"Volvo Cars of North America, LLC",XC60 B5 AWD,2.0,4,Auto(S8),8,All Wheel Drive,23,30,26,Small SUV 4WD,2450,5,5,384,292,343,,2750.0,,Turbocharged,Yes
2025,Volvo,"Volvo Cars of North America, LLC",XC90 B5 AWD,2.0,4,Auto(S8),8,All Wheel Drive,23,30,26,Standard SUV 4WD,2450,5,5,381,298,343,,2750.0,,Turbocharged,Yes
2025,Volvo,"Volvo Cars of North America, LLC",XC90 B6 AWD,2.0,4,Auto(S8),8,All Wheel Drive,20,26,23,Standard SUV 4WD,2750,5,5,435,342,393,,4250.0,,Turbocharged+Supercharged,Yes
