Model_Year,Manufacturer,Brand,Model,Engine_Displacement,Cylinders,Transmission,Num_Gears,Drive_Type,City_MPG,Hwy_MPG,Combined_MPG,Vehicle_Class,Annual_Fuel_Cost,FE_Rating,GHG_Rating,City_CO2,Hwy_CO2,Combined_CO2,Savings_5yr,Extra_Spend_5yr,Gas_Guzzler,Air_Aspiration,StopStart_System
2025,Mercedes-Benz,Mercedes-Benz,GLE 450 4MATIC,3.0,6,Auto(A9),9,All Wheel Drive,19,25,21,Standard SUV 4WD,3050,4,4,474,363,424,,5750.0,,Turbocharged+Supercharged,Yes
2025,Mercedes-Benz,Mercedes-Benz,GLE 450 4MATIC (coupe),3.0,6,Auto(A9),9,All Wheel Drive,19,25,21,Standard SUV 4WD,3050,4,4,474,363,424,,5750.0,,Turbocharged+Supercharged,Yes
2025,Mercedes-Benz,Mercedes-Benz,GLE 580 4MATIC,4.0,8,Auto(A9),9,All Wheel Drive,15,20,17,Standard SUV 4WD,3750,3,3,602,435,527,,9250.0,,Turbocharged,Yes
2025,Mercedes-Benz,Mercedes-Benz,GLS 450 4MATIC,3.0,6,Auto(A9),9,All Wheel Drive,19,24,21,Standard SUV 4WD,3050,4,4,481,364,428,,5750.0,,Turbocharged+Supercharged,Yes
2025,Mercedes-Benz,Mercedes-Benz,GLS 580 4MATIC,4.0,8,Auto(A9),9,All Wheel Drive,14,19,16,Standard SUV 4WD,4000,3,3,625,454,548,,10500.0,,Turbocharged,Yes
2025,Mercedes-Benz,Mercedes-Benz,GLS 600 4MATIC Maybach,4.0,8,Auto(A9),9,All Wheel Drive,13,18,15,Standard SUV 4WD,4250,2,2,672,485,588,,11750.0,,Turbocharged,Yes
2025,Mercedes-Benz,Mercedes-Benz,S 500 4MATIC,3.0,6,Auto(A9),9,All Wheel Drive,21,31,24,Large Cars,2650,5,5,425,290,364,,3750.0,,Turbocharged+Supercharged,Yes
2025,Mercedes-Benz,Mercedes-Benz,S 580 4MATIC,4.0,8,Auto(A9),9,All Wheel Drive,17,25,20,Large Cars,3200,4,4,528,350,448,,6500.0,,Turbocharged,Yes
2025,Mercedes-Benz,Mercedes-Benz,S 580 4MATIC Maybach,4.0,8,Auto(A9),9,All Wheel Drive,16,27,20,Large Cars,3200,4,4,549,330,451,,6500.0,,Turbocharged,Yes
2025,Mercedes-Benz,Mercedes-Benz,S 680 4MATIC Maybach,6.0,12,Auto(A9),9,All Wheel Drive,12,20,15,Large Cars,4250,2,2,741,435,603,,11750.0,G,Turbocharged,Yes
2025,BMW,Mini,Cooper Convertible,2.0,4,Auto(AM-S7),7,"2-Wheel Drive, Front",27,37,30,Minicompact Cars,2100,6,6,327,238,287,,1000.0,,Turbocharged,Yes
2025,BMW,Mini,Cooper Hardtop 2 Door,2.0,4,Auto(AM-S7),7,"2-Wheel Drive, Front",28,39,32,Subcompact Cars,2000,6,6,316,224,274,,500.0,,Turbocharged,Yes
2025,BMW,Mini,Cooper Hardtop 4 Door,2.0,4,Auto(AM-S7),7,"2-Wheel Drive, Front",28,39,32,Compact Cars,2000,6,6,318,225,276,,500.0,,Turbocharged,Yes
2025,BMW,Mini,Cooper S Convertible,2.0,4,Auto(AM-S7),7,"2-Wheel Drive, Front",26,36,30,Minicompact Cars,2100,6,6,330,245,292,,1000.0,,Turbocharged,Yes
2025,BMW,Mini,COOPER S HARDTOP 2 DOOR,2.0,4,Auto(AM-S7),7,"2-Wheel Drive, Front",28,39,32,Subcompact Cars,2000,6,6,316,226,275,,500.0,,Turbocharged,Yes
2025,BMW,Mini,Cooper S Hardtop 4 Door,2.0,4,Auto(AM-S7),7,"2-Wheel Drive, Front",28,39,32,Compact Cars,2000,6,6,311,226,273,,500.0,,Turbocharged,Yes
2025,BMW,Mini,Countryman S ALL4,2.0,4,Auto(AM-S7),7,All Wheel Drive,24,32,27,Small SUV 4WD,2350,5,5,365,271,323,,2250.0,,Turbocharged,Yes
2025,BMW,Mini,JCW Convertible,2.0,4,Auto(AM-S7),7,"2-Wheel Drive, Front",26,35,30,Minicompact Cars,2100,6,6,335,247,296,,1000.0,,Turbocharged,Yes
2025,BMW,Mini,JCW Countryman ALL4,2.0,4,Auto(AM-S7),7,All Wheel Drive,23,30,26,Small SUV 4WD,2450,5,5,381,293,341,,2750.0,,Turbocharged,Yes
2025,BMW,Mini,JCW Hardtop 2 Door,2.0,4,Auto(AM-S7),7,"2-Wheel Drive, Front",27,37,30,Subcompact Cars,2100,6,6,328,238,288,,1000.0,,Turbocharged,Yes
2025,Nissan,MITSUBISHI MOTORS,Outlander 2WD,2.5,4,Auto(AV-S8),8,"2-Wheel Drive, Front",24,31,27,Small SUV 2WD,1950,5,5,370,287,333,,250.0,,Naturally Aspirated,No
2025,Nissan,MITSUBISHI MOTORS,Outlander 4WD,2.5,4,Auto(AV-S8),8,4-Wheel Drive,24,30,26,Small SUV 4WD,2000,5,5,366,292,342,,500.0,,Naturally Aspirated,No
2025,Mitsubishi Motors Co,Mitsubishi Motors Corporation,ECLIPSE CROSS 2WD,1.5,4,Auto(AV-S8),8,"2-Wheel Drive, Front",25,28,26,Small SUV 2WD,2000,5,5,354,311,339,,500.0,,Turbocharged,No
2025,Mitsubishi Motors Co,Mitsubishi Motors Corporation,ECLIPSE CROSS 4WD,1.5,4,Auto(AV-S8),8,4-Wheel Drive,25,26,25,Small SUV 4WD,2100,5,5,354,338,353,,1000.0,,Turbocharged,No
2025,Mitsubishi Motors Co,Mitsubishi Motors Corporation,ECLIPSE CROSS ES 4WD,1.5,4,Auto(AV-S8),8,4-Wheel Drive,25,28,26,Small SUV 4WD,2000,5,5,354,312,339,,500.0,,Turbocharged,No
2025,Mitsubishi Motors Co,Mitsubishi Motors Corporation,Outlander Sport 4WD,2.0,4,Auto(AV-S6),6,4-Wheel Drive,23,29,26,Small SUV 4WD,2000,5,5,377,302,343,,500.0,,Naturally Aspirated,No
2025,Mitsubishi Motors Co,Mitsubishi Motors Corporation,Outlander Sport 4WD,2.4,4,Auto(AV-S6),6,4-Wheel Drive,23,28,25,Small SUV 4WD,2100,5,5,383,309,350,,1000.0,,Naturally Aspirated,No
2025,Nissan,NISSAN,ALTIMA,2.5,4,Auto(AV),1,"2-Wheel Drive, Front",27,39,32,Midsize Cars,1650,6,6,322,230,281,1250.0,,,Naturally Aspirated,No
2025,Nissan,NISSAN,ALTIMA AWD,2.5,4,Auto(AV),1,All Wheel Drive,25,34,28,Midsize Cars,1900,6,6,355,261,317,0.0,,,Naturally Aspirated,No
2025,Nissan,NISSAN,ALTIMA SL/SR,2.5,4,Auto(AV),1,"2-Wheel Drive, Front",27,37,31,Midsize Cars,1700,6,6,328,238,287,1000.0,,,Naturally Aspirated,No
2025,Nissan,NISSAN,ARMADA 2WD,3.5,6,Auto(S9),9,"2-Wheel Drive, Rear",16,20,18,Standard SUV 2WD,3550,4,4,540,444,497,,8250.0,,Turbocharged,Yes
2025,Nissan,NISSAN,ARMADA 4WD,3.5,6,Auto(S9),9,4-Wheel Drive,16,19,17,Standard SUV 4WD,3750,3,3,557,469,524,,9250.0,,Turbocharged,Yes
2025,Nissan,NISSAN,ARMADA 4WD PRO-4X,3.5,6,Auto(S9),9,4-Wheel Drive,15,18,16,Standard SUV 4WD,4000,3,3,594,488,556,,10500.0,,Turbocharged,Yes
2025,Nissan,NISSAN,FRONTIER 2WD,3.8,6,Auto(S9),9,"2-Wheel Drive, Rear",19,24,21,Standard Pick-up Trucks 2WD,2500,4,4,481,372,432,,3000.0,,Naturally Aspirated,Yes
2025,Nissan,NISSAN,FRONTIER 4WD,3.8,6,Auto(S9),9,Part-time 4-Wheel Drive,17,21,19,Standard Pick-up Trucks 4WD,2750,4,4,525,425,470,,4250.0,,Naturally Aspirated,Yes
2025,Nissan,NISSAN,FRONTIER 4WD PRO-4X,3.8,6,Auto(S9),9,Part-time 4-Wheel Drive,16,20,18,Standard Pick-up Trucks 4WD,2900,4,4,556,446,495,,5000.0,,Naturally Aspirated,Yes
2025,Nissan,NISSAN,KICKS,2.0,4,Auto(AV),1,"2-Wheel Drive, Front",28,35,31,Small SUV 2WD,1700,6,6,318,253,287,1000.0,,,Naturally Aspirated,Yes
2025,Nissan,NISSAN,KICKS AWD,2.0,4,Auto(AV),1,All Wheel Drive,27,34,30,Small SUV 4WD,1750,6,6,330,261,299,750.0,,,Naturally Aspirated,No
2025,Nissan,NISSAN,KICKS PLAY,1.6,4,Auto(AV),1,"2-Wheel Drive, Front",31,36,33,Midsize Cars,1600,6,6,287,246,268,1500.0,,,Naturally Aspirated,No
2025,Nissan,NISSAN,MURANO AWD,2.0,4,Auto(S9),9,All Wheel Drive,21,27,23,Small SUV 4WD,2300,5,5,424,326,387,,2000.0,,Turbocharged,Yes
2025,Nissan,NISSAN,MURANO FWD,2.0,4,Auto(S9),9,"2-Wheel Drive, Front",21,27,23,Small SUV 2WD,2300,5,5,424,330,387,,2000.0,,Turbocharged,Yes
2025,Nissan,NISSAN,PATHFINDER 2WD,3.5,6,Auto(S9),9,"2-Wheel Drive, Front",20,27,23,Small SUV 2WD,2300,5,5,436,334,390,,2000.0,,Naturally Aspirated,Yes
2025,Nissan,NISSAN,PATHFINDER 4WD,3.5,6,Auto(S9),9,4-Wheel Drive,21,27,23,Small SUV 4WD,2300,5,5,424,325,379,,2000.0,,Naturally Aspirated,Yes
2025,Nissan,NISSAN,PATHFINDER 4WD PLATINUM,3.5,6,Auto(S9),9,4-Wheel Drive,20,25,22,Standard SUV 4WD,2400,5,5,441,350,400,,2500.0,,Naturally Aspirated,Yes
2025,Nissan,NISSAN,PATHFINDER 4WD ROCK CREEK,3.5,6,Auto(S9),9,4-Wheel Drive,20,23,21,Small SUV 4WD,3050,4,4,452,377,418,,5750.0,,Naturally Aspirated,Yes
2025,Nissan,NISSAN,ROGUE AWD,1.5,3,Auto(AV-S8),8,All Wheel Drive,28,35,31,Small SUV 4WD,1700,6,6,317,254,287,1000.0,,,Turbocharged,Yes
2025,Nissan,NISSAN,ROGUE AWD ROCK CREEK,1.5,3,Auto(AV-S8),8,All Wheel Drive,27,32,29,Small SUV 4WD,1800,6,6,330,278,307,500.0,,,Turbocharged,Yes
2025,Nissan,NISSAN,ROGUE AWD SL/PLATINUM,1.5,3,Auto(AV-S8),8,All Wheel Drive,28,34,31,Small SUV 4WD,1700,6,6,318,262,287,1000.0,,,Turbocharged,Yes
2025,Nissan,NISSAN,ROGUE FWD,1.5,3,Auto(AV-S8),8,"2-Wheel Drive, Front",30,37,33,Small SUV 2WD,1600,6,6,296,240,269,1500.0,,,Turbocharged,Yes
2025,Nissan,NISSAN,ROGUE FWD SL/PLATINUM,1.5,3,Auto(AV-S8),8,"2-Wheel Drive, Front",29,36,32,Small SUV 2WD,1650,6,6,307,247,278,1250.0,,,Turbocharged,Yes
2025,Nissan,NISSAN,SENTRA,2.0,4,Auto(AV),1,"2-Wheel Drive, Front",30,40,34,Midsize Cars,1550,7,7,297,220,262,1750.0,,,Naturally Aspirated,Yes
2025,Nissan,NISSAN,SENTRA SR,2.0,4,Auto(AV),1,"2-Wheel Drive, Front",30,38,33,Midsize Cars,1600,6,6,297,234,270,1500.0,,,Naturally Aspirated,Yes
2025,Nissan,NISSAN,VERSA,1.6,4,Auto(AV),1,"2-Wheel Drive, Front",32,40,35,Compact Cars,1500,7,7,280,221,253,2000.0,,,Naturally Aspirated,No
2025,Nissan,NISSAN,VERSA,1.6,4,Manual(M5),5,"2-Wheel Drive, Front",27,35,30,Compact Cars,1750,6,6,328,254,296,750.0,,,Naturally Aspirated,No
2025,Nissan,NISSAN,Z,3.0,6,Manual(M6),6,"2-Wheel Drive, Rear",18,24,20,Two Seaters,3200,4,4,489,368,435,,6500.0,,Turbocharged,No
2025,Nissan,NISSAN,Z,3.0,6,Auto(S9),9,"2-Wheel Drive, Rear",19,28,22,Two Seaters,2900,5,5,469,318,405,,5000.0,,Turbocharged,No
2025,Nissan,NISSAN,Z NISMO,3.0,6,Auto(S9),9,"2-Wheel Drive, Rear",17,24,19,Two Seaters,3350,4,4,524,371,469,,7250.0,,Turbocharged,No
2025,Porsche,Porsche,718 Boxster,2.0,4,Manual(M6),6,"2-Wheel Drive, Rear",20,25,22,Two Seaters,2900,5,5,452,358,409,,5000.0,,Turbocharged,Yes
2025,Porsche,Porsche,718 Boxster,2.0,4,Auto(AM-S7),7,"2-Wheel Drive, Rear",21,27,24,Two Seaters,2650,5,5,414,328,375,,3750.0,,Turbocharged,Yes
2025,Porsche,Porsche,718 Boxster GTS 4.0,4.0,6,Manual(M6),6,"2-Wheel Drive, Rear",17,24,19,Two Seaters,3350,4,4,523,377,458,,7250.0,,Naturally Aspirated,No
2025,Porsche,Porsche,718 Boxster GTS 4.0,4.0,6,Auto(AM-S7),7,"2-Wheel Drive, Rear",19,24,21,Two Seaters,3050,4,4,460,367,418,,5750.0,,Naturally Aspirated,No
2025,Porsche,Porsche,718 Boxster S,2.5,4,Manual(M6),6,"2-Wheel Drive, Rear",19,24,21,Two Seaters,3050,4,4,472,363,423,,5750.0,,Turbocharged,Yes
2025,Porsche,Porsche,718 Boxster S,2.5,4,Auto(AM-S7),7,"2-Wheel Drive, Rear",19,25,22,Two Seaters,2900,5,5,461,348,410,,5000.0,,Turbocharged,Yes
2025,Porsche,Porsche,718 Cayman,2.0,4,Manual(M6),6,"2-Wheel Drive, Rear",20,25,22,Two Seaters,2900,5,5,452,358,409,,5000.0,,Turbocharged,Yes
2025,Porsche,Porsche,718 Cayman,2.0,4,Auto(AM-S7),7,"2-Wheel Drive, Rear",21,27,24,Two Seaters,2650,5,5,414,328,375,,3750.0,,Turbocharged,Yes
2025,Porsche,Porsche,718 Cayman GTS 4.0,4.0,6,Manual(M6),6,"2-Wheel Drive, Rear",17,24,19,Two Seaters,3350,4,4,523,377,458,,7250.0,,Naturally Aspirated,No
2025,Porsche,Porsche,718 Cayman GTS 4.0,4.0,6,Auto(AM-S7),7,"2-Wheel Drive, Rear",19,24,21,Two Seaters,3050,4,4,460,367,418,,5750.0,,Naturally Aspirated,No
2025,Porsche,Porsche,718 Cayman S,2.5,4,Manual(M6),6,"2-Wheel Drive, Rear",19,24,21,Two Seaters,3050,4,4,472,363,423,,5750.0,,Turbocharged,Yes
2025,Porsche,Porsche,718 Cayman S,2.5,4,Auto(AM-S7),7,"2-Wheel Drive, Rear",19,25,22,Two Seaters,2900,5,5,461,348,410,,5000.0,,Turbocharged,Yes
2025,Porsche,Porsche,718 GT4 RS,4.0,6,Auto(AM-S7),7,"2-Wheel Drive, Rear",15,19,16,Two Seaters,4000,3,3,605,469,544,,10500.0,G,Naturally Aspirated,Yes
2025,Porsche,Porsche,718 Spyder RS,4.0,6,Auto(AM-S7),7,"2-Wheel Drive, Rear",14,19,16,Two Seaters,4000,3,3,621,466,551,,10500.0,G,Naturally Aspirated,Yes
2025,Porsche,Porsche,911 Carrera,3.0,6,Auto(AM-S8),8,"2-Wheel Drive, Rear",18,25,21,Minicompact Cars,3050,4,4,486,348,424,,5750.0,,Turbocharged,Yes
2025,Porsche,Porsche,911 Carrera 4 GTS,3.6,6,Auto(AM-S8),8,All Wheel Drive,17,23,19,Minicompact Cars,3350,4,4,521,388,461,,7250.0,,Turbocharged,Yes
2025,Porsche,Porsche,911 Carrera 4 GTS Cabriolet,3.6,6,Auto(AM-S8),8,All Wheel Drive,17,23,19,Minicompact Cars,3350,4,4,512,383,468,,7250.0,,Turbocharged,Yes
2025,Porsche,Porsche,911 Carrera Cabriolet,3.0,6,Auto(AM-S8),8,"2-Wheel Drive, Rear",18,25,21,Minicompact Cars,3050,4,4,489,354,429,,5750.0,,Turbocharged,Yes
2025,Porsche,Porsche,911 Carrera GTS,3.6,6,Auto(AM-S8),8,"2-Wheel Drive, Rear",17,24,20,Minicompact Cars,3200,4,4,499,368,440,,6500.0,,Turbocharged,Yes
2025,Porsche,Porsche,911 Carrera GTS Cabriolet,3.6,6,Auto(AM-S8),8,"2-Wheel Drive, Rear",17,23,19,Minicompact Cars,3350,4,4,520,383,459,,7250.0,,Turbocharged,Yes
2025,Porsche,Porsche,911 Carrera GTS Cabriolet,3.6,6,Auto(AM-S8),8,"2-Wheel Drive, Rear",17,23,19,Minicompact Cars,3350,4,4,520,383,459,,7250.0,,Turbocharged,Yes
2025,Porsche,Porsche,911 Carrera S,3.0,6,Auto(AM-S8),8,"2-Wheel Drive, Rear",17,24,20,Minicompact Cars,3200,4,4,490,361,432,,6500.0,,Turbocharged,Yes
2025,Porsche,Porsche,911 Carrera S Cabriolet,3.0,6,Auto(AM-S8),8,"2-Wheel Drive, Rear",17,24,20,Minicompact Cars,3200,4,4,500,357,436,,6500.0,,Turbocharged,Yes
2025,Porsche,Porsche,911 Carrera T,3.0,6,Manual(M6),6,"2-Wheel Drive, Rear",17,25,20,Minicompact Cars,3200,4,4,523,356,448,,6500.0,,Turbocharged,Yes
2025,Porsche,Porsche,911 Carrera T Cabriolet,3.0,6,Manual(M6),6,"2-Wheel Drive, Rear",17,25,19,Minicompact Cars,3350,4,4,526,356,469,,7250.0,,Turbocharged,Yes
2025,Porsche,Porsche,911 Targa 4 GTS,3.6,6,Auto(AM-S8),8,All Wheel Drive,17,23,19,Minicompact Cars,3350,4,4,516,381,468,,7250.0,,Turbocharged,Yes
2025,Porsche,Porsche,911 Turbo,3.7,6,Auto(AM-S8),8,All Wheel Drive,14,21,17,Minicompact Cars,3750,3,3,620,430,534,,9250.0,G,Turbocharged,Yes
2025,Porsche,Porsche,911 Turbo Cabriolet,3.7,6,Auto(AM-S8),8,All Wheel Drive,14,20,16,Minicompact Cars,4000,3,3,637,435,546,,10500.0,G,Turbocharged,Yes
2025,Porsche,Porsche,911 Turbo S,3.7,6,Auto(AM-S8),8,All Wheel Drive,14,20,16,Minicompact Cars,4000,3,3,627,445,556,,10500.0,G,Turbocharged,Yes
2025,Porsche,Porsche,911 Turbo S Cabriolet,3.7,6,Auto(AM-S8),8,All Wheel Drive,14,20,16,Minicompact Cars,4000,3,3,633,447,549,,10500.0,G,Turbocharged,Yes
2025,Porsche,Porsche,Cayenne,3.0,6,Auto(S8),8,All Wheel Drive,17,23,19,Standard SUV 4WD,3350,4,4,524,388,469,,7250.0,,Turbocharged,Yes
2025,Porsche,Porsche,Cayenne Coupe,3.0,6,Auto(S8),8,All Wheel Drive,17,23,19,Standard SUV 4WD,3350,4,4,524,386,469,,7250.0,,Turbocharged,Yes
2025,Porsche,Porsche,Cayenne GTS,4.0,8,Auto(S8),8,All Wheel Drive,15,22,18,Standard SUV 4WD,3550,4,4,570,410,498,,8250.0,,Turbocharged,Yes
2025,Porsche,Porsche,Cayenne GTS Coupe,4.0,8,Auto(S8),8,All Wheel Drive,16,22,18,Standard SUV 4WD,3550,4,4,557,405,489,,8250.0,,Turbocharged,Yes
2025,Porsche,Porsche,Cayenne S,4.0,8,Auto(S8),8,All Wheel Drive,16,21,18,Standard SUV 4WD,3550,4,4,549,423,492,,8250.0,,Turbocharged,Yes
2025,Porsche,Porsche,Cayenne S Coupe,4.0,8,Auto(S8),8,All Wheel Drive,16,21,18,Standard SUV 4WD,3550,4,4,549,423,492,,8250.0,,Turbocharged,Yes
2025,Porsche,Porsche,Cayenne Turbo GT,4.0,8,Auto(S8),8,All Wheel Drive,15,20,17,Standard SUV 4WD,3750,3,3,583,444,521,,9250.0,,Turbocharged,Yes
2025,Porsche,Porsche,Macan,2.0,4,Auto(AM-S7),7,All Wheel Drive,19,25,21,Small SUV 4WD,3050,4,4,468,352,424,,5750.0,,Turbocharged,Yes
2025,Porsche,Porsche,Macan GTS,2.9,6,Auto(AM-S7),7,All Wheel Drive,17,22,19,Small SUV 4WD,3350,4,4,506,403,466,,7250.0,,Turbocharged,Yes
2025,Porsche,Porsche,Macan S,2.9,6,Auto(AM-S7),7,All Wheel Drive,17,23,19,Small SUV 4WD,3350,4,4,520,381,466,,7250.0,,Turbocharged,Yes
2025,Porsche,Porsche,Macan T,2.0,4,Auto(AM-S7),7,All Wheel Drive,19,25,21,Small SUV 4WD,3050,4,4,463,361,417,,5750.0,,Turbocharged,Yes
2025,Porsche,Porsche,Panamera,2.9,6,Auto(AM-S8),8,"2-Wheel Drive, Rear",18,25,21,Large Cars,3050,4,4,493,355,431,,5750.0,,Turbocharged,Yes
2025,Porsche,Porsche,Panamera 4,2.9,6,Auto(AM-S8),8,All Wheel Drive,18,25,21,Large Cars,3050,4,4,496,356,425,,5750.0,,Turbocharged,Yes
2025,Porsche,Porsche,Panamera GTS,4.0,8,Auto(AM-S8),8,All Wheel Drive,16,24,18,Large Cars,3550,4,4,557,372,495,,8250.0,,Turbocharged,Yes
2025,FCA US LLC,RAM,1500 4X2,3.0,6,Auto(A8),8,"2-Wheel Drive, Rear",18,25,21,Standard Pick-up Trucks 2WD,2500,4,4,497,356,433,,3000.0,,Turbocharged,Yes
2025,FCA US LLC,RAM,1500 4X2,3.6,6,Auto(A8),8,"2-Wheel Drive, Rear",20,25,22,Standard Pick-up Trucks 2WD,2400,5,5,451,353,407,,2500.0,,Naturally Aspirated,Yes
2025,FCA US LLC,RAM,1500 4X4,3.0,6,Auto(A8),8,4-Wheel Drive,17,24,19,Standard Pick-up Trucks 4WD,2750,4,4,529,370,458,,4250.0,,Turbocharged,Yes
2025,FCA US LLC,RAM,1500 4X4,3.6,6,Auto(A8),8,4-Wheel Drive,19,24,21,Standard Pick-up Trucks 4WD,2500,4,4,458,367,417,,3000.0,,Naturally Aspirated,Yes
2025,FCA US LLC,RAM,1500 HFE 4X2,3.6,6,Auto(A8),8,"2-Wheel Drive, Rear",20,26,23,Standard Pick-up Trucks 2WD,2300,5,5,438,340,394,,2000.0,,Naturally Aspirated,Yes
2025,FCA US LLC,RAM,1500 HO 4x4,3.0,6,Auto(A8),8,4-Wheel Drive,15,21,17,Standard Pick-up Trucks 4WD,3750,3,3,593,434,521,,9250.0,,Turbocharged,Yes
2025,FCA US LLC,RAM,1500 RHO 4x4,3.0,6,Auto(A8),8,4-Wheel Drive,14,16,15,Standard Pick-up Trucks 4WD,4250,2,2,634,564,602,,11750.0,,Turbocharged,Yes
2025,Rolls-Royce,Rolls-Royce Motor Cars Limited,Black Badge Cullinan,6.7,12,Auto(S8),8,All Wheel Drive,12,19,14,Standard SUV 4WD,4550,2,2,732,459,609,,13250.0,,Turbocharged,No
2025,Rolls-Royce,Rolls-Royce Motor Cars Limited,Black Badge Ghost,6.7,12,Auto(S8),8,All Wheel Drive,12,19,14,Large Cars,4550,2,2,732,459,609,,13250.0,G,Turbocharged,No
2025,Rolls-Royce,Rolls-Royce Motor Cars Limited,Cullinan,6.7,12,Auto(S8),8,All Wheel Drive,12,19,14,Standard SUV 4WD,4550,2,2,732,459,609,,13250.0,,Turbocharged,No
2025,Rolls-Royce,Rolls-Royce Motor Cars Limited,Ghost,6.7,12,Auto(S8),8,All Wheel Drive,12,19,14,Large Cars,4550,2,2,732,459,609,,13250.0,G,Turbocharged,No
2025,Rolls-Royce,Rolls-Royce Motor Cars Limited,Ghost Extended,6.7,12,Auto(S8),8,All Wheel Drive,12,19,14,Large Cars,4550,2,2,732,459,609,,13250.0,G,Turbocharged,No
2025,Rolls-Royce,Rolls-Royce Motor Cars Limited,Phantom,6.7,12,Auto(S8),8,"2-Wheel Drive, Rear",12,19,14,Large Cars,4550,2,2,732,459,609,,13250.0,G,Turbocharged,No
2025,Rolls-Royce,Rolls-Royce Motor Cars Limited,Phantom Extended,6.7,12,Auto(S8),8,"2-Wheel Drive, Rear",12,19,14,Large Cars,4550,2,2,732,459,609,,13250.0,G,Turbocharged,No
2025,Subaru,Subaru,ASCENT AWD,2.4,4,Auto(AV-S8),8,All Wheel Drive,20,26,22,Standard SUV 4WD,2400,5,5,444,343,398,,2500.0,,Turbocharged,No
2025,Subaru,Subaru,ASCENT LIMITED/TOURING/ONYX EDITION AWD,2.4,4,Auto(AV-S8),8,All Wheel Drive,19,25,21,Standard SUV 4WD,2500,4,4,470,356,419,,3000.0,,Turbocharged,No
2025,Subaru,Subaru,BRZ,2.4,4,Manual(M6),6,"2-Wheel Drive, Rear",20,27,22,Minicompact Cars,2900,5,5,452,332,398,,5000.0,,Naturally Aspirated,No
2025,Subaru,Subaru,BRZ,2.4,4,Auto(S6),6,"2-Wheel Drive, Rear",21,30,25,Minicompact Cars,2550,5,5,419,292,362,,3250.0,,Naturally Aspirated,No
2025,Subaru,Subaru,CROSSTREK AWD,2.0,4,Auto(AV-S8),8,All Wheel Drive,27,34,29,Small SUV 4WD,1800,6,6,331,263,300,500.0,,,Naturally Aspirated,Yes
2025,Subaru,Subaru,CROSSTREK AWD,2.5,4,Auto(AV-S8),8,All Wheel Drive,27,33,29,Small SUV 4WD,1800,6,6,334,270,305,500.0,,,Naturally Aspirated,Yes
2025,Subaru,Subaru,CROSSTREK WILDERNESS AWD,2.5,4,Auto(AV-S8),8,All Wheel Drive,25,29,27,Small SUV 4WD,1950,5,5,353,306,332,,250.0,,Naturally Aspirated,Yes
2025,Subaru,Subaru,FORESTER AWD,2.5,4,Auto(AV-S8),8,All Wheel Drive,26,33,29,Small SUV 4WD,1800,6,6,343,269,310,500.0,,,Naturally Aspirated,Yes
2025,Subaru,Subaru,FORESTER HYBRID AWD,2.5,4,Auto(AV-S6),6,All Wheel Drive,35,34,35,Small SUV 4WD,1500,7,7,251,260,255,2000.0,,,Naturally Aspirated,Yes
2025,Subaru,Subaru,FORESTER SPORT/TOURING AWD,2.5,4,Auto(AV-S8),8,All Wheel Drive,25,32,28,Small SUV 4WD,1900,6,6,350,278,317,0.0,,,Naturally Aspirated,Yes
2025,Subaru,Subaru,FORESTER WILDERNESS AWD,2.5,4,Auto(AV-S8),8,All Wheel Drive,25,28,26,Small SUV 4WD,2000,5,5,359,313,338,,500.0,,Naturally Aspirated,Yes
2025,Subaru,Subaru,IMPREZA,2.0,4,Auto(AV-S8),8,All Wheel Drive,27,34,30,Small Station Wagons,1750,6,6,328,260,297,750.0,,,Naturally Aspirated,Yes
2025,Subaru,Subaru,IMPREZA,2.5,4,Auto(AV-S8),8,All Wheel Drive,26,33,29,Small Station Wagons,1800,6,6,337,268,306,500.0,,,Naturally Aspirated,Yes
2025,Subaru,Subaru,LEGACY,2.5,4,Auto(AV-S8),8,All Wheel Drive,27,35,30,Midsize Cars,1750,6,6,330,253,295,750.0,,,Naturally Aspirated,Yes
2025,Subaru,Subaru,LEGACY,2.4,4,Auto(AV-S8),8,All Wheel Drive,23,31,26,Midsize Cars,2000,5,5,381,283,337,,500.0,,Turbocharged,Yes
2025,Subaru,Subaru,OUTBACK AWD,2.5,4,Auto(AV-S8),8,All Wheel Drive,26,32,28,Small SUV 4WD,1900,6,6,345,276,314,0.0,,,Naturally Aspirated,Yes
2025,Subaru,Subaru,OUTBACK AWD,2.4,4,Auto(AV-S8),8,All Wheel Drive,22,29,25,Small SUV 4WD,2100,5,5,398,304,356,,1000.0,,Turbocharged,Yes
2025,Subaru,Subaru,OUTBACK WILDERNESS AWD,2.4,4,Auto(AV-S8),8,All Wheel Drive,21,26,23,Small SUV 4WD,2300,5,5,412,336,378,,2000.0,,Turbocharged,Yes
2025,Subaru,Subaru,WRX,2.4,4,Manual(M6),6,All Wheel Drive,19,26,22,Midsize Cars,2900,5,5,471,343,413,,5000.0,,Turbocharged,No
2025,Subaru,Subaru,WRX,2.4,4,Auto(AV-S8),8,All Wheel Drive,18,25,21,Midsize Cars,3050,4,4,478,353,422,,5750.0,,Turbocharged,No
2025,Toyota,TOYOTA,4RUNNER 2WD,2.4,4,Auto(S8),8,"2-Wheel Drive, Rear",20,26,22,Standard SUV 2WD,2400,5,5,445,343,399,,2500.0,,Turbocharged,No
