Model_Year,Manufacturer,Brand,Model,Drive_Type,Vehicle_Class,City_MPGe,Hwy_MPGe,Combined_MPGe,Annual_Fuel_Cost,FE_Rating,GHG_Rating,Savings_5yr,Extra_Spend_5yr,City_CO2,Hwy_CO2,Combined_CO2,Range_Miles_Combined,Range_Miles_City,Range_Miles_Hwy,Charge_Time_240V_hrs,Charge_Time_120V_hrs,Motor_Power_kW,Battery_Type,Regen_Braking_Type
2025.0,Kia,KIA,EV9 Long Range RWD,"2-Wheel Drive, Rear",Standard SUV 2WD,100.0,78.0,89.0,900.0,9.0,10.0,5000.0,,0.0,0.0,0.0,304.0,336.0,265.0,15.2,,160,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV9 Long Range RWD,"2-Wheel Drive, Rear",Standard SUV 2WD,34.0,43.0,38.0,900.0,9.0,10.0,5000.0,,0.0,0.0,0.0,304.0,336.0,265.0,15.2,,160,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV9 Long Range AWD,All Wheel Drive,Standard SUV 4WD,91.0,75.0,83.0,1000.0,9.0,10.0,4500.0,,0.0,0.0,0.0,280.0,304.0,250.0,14.5,,141 and 141,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV9 Long Range AWD,All Wheel Drive,Standard SUV 4WD,37.0,45.0,41.0,1000.0,9.0,10.0,4500.0,,0.0,0.0,0.0,280.0,304.0,250.0,14.5,,141 and 141,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV9 Long Range AWD GT-Line,All Wheel Drive,Standard SUV 4WD,88.0,72.0,80.0,1000.0,9.0,10.0,4500.0,,0.0,0.0,0.0,270.0,295.0,239.0,15.2,,141 and 141,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV9 Long Range AWD GT-Line,All Wheel Drive,Standard SUV 4WD,38.0,47.0,42.0,1000.0,9.0,10.0,4500.0,,0.0,0.0,0.0,270.0,295.0,239.0,15.2,,141 and 141,Lithium Ion,Electrical Regen Brake
2025.0,Toyota,LEXUS,RZ 300e (18inch Wheels),"2-Wheel Drive, Front",Small SUV 2WD,137.0,112.0,125.0,650.0,10.0,10.0,6250.0,,0.0,0.0,0.0,266.0,287.0,241.0,11.0,,150,Lithium Ion,Electrical Regen Brake
2025.0,Toyota,LEXUS,RZ 300e (18inch Wheels),"2-Wheel Drive, Front",Small SUV 2WD,24.0,30.0,27.0,650.0,10.0,10.0,6250.0,,0.0,0.0,0.0,266.0,287.0,241.0,11.0,,150,Lithium Ion,Electrical Regen Brake
2025.0,Toyota,LEXUS,RZ 450e AWD (18inch Wheels),All Wheel Drive,Small SUV 4WD,115.0,98.0,107.0,750.0,9.0,10.0,5750.0,,0.0,0.0,0.0,220.0,236.0,200.0,10.0,,80 and 150,Lithium Ion,Electrical Regen Brake
2025.0,Toyota,LEXUS,RZ 450e AWD (18inch Wheels),All Wheel Drive,Small SUV 4WD,29.0,34.0,31.0,750.0,9.0,10.0,5750.0,,0.0,0.0,0.0,220.0,236.0,200.0,10.0,,80 and 150,Lithium Ion,Electrical Regen Brake
2025.0,Toyota,LEXUS,RZ 300e (20inch Wheels),"2-Wheel Drive, Front",Small SUV 2WD,114.0,96.0,105.0,750.0,9.0,10.0,5750.0,,0.0,0.0,0.0,224.0,242.0,202.0,11.0,,150,Lithium Ion,Electrical Regen Brake
2025.0,Toyota,LEXUS,RZ 300e (20inch Wheels),"2-Wheel Drive, Front",Small SUV 2WD,29.0,35.0,31.0,750.0,9.0,10.0,5750.0,,0.0,0.0,0.0,224.0,242.0,202.0,11.0,,150,Lithium Ion,Electrical Regen Brake
2025.0,Toyota,LEXUS,RZ 450e AWD (20inch Wheels),All Wheel Drive,Small SUV 4WD,102.0,87.0,95.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,196.0,211.0,178.0,10.0,,80 and 150,Lithium Ion,Electrical Regen Brake
2025.0,Toyota,LEXUS,RZ 450e AWD (20inch Wheels),All Wheel Drive,Small SUV 4WD,32.0,38.0,35.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,196.0,211.0,178.0,10.0,,80 and 150,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air G Touring XR AWD w/19"" wheels",All Wheel Drive,Large Cars,129.0,126.0,128.0,650.0,10.0,10.0,6250.0,,0.0,0.0,0.0,512.0,516.0,507.0,13.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air G Touring XR AWD w/19"" wheels",All Wheel Drive,Large Cars,26.0,27.0,26.0,650.0,10.0,10.0,6250.0,,0.0,0.0,0.0,512.0,516.0,507.0,13.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air G Touring XR AWD w/20"" wheels",All Wheel Drive,Large Cars,122.0,117.0,120.0,700.0,10.0,10.0,6000.0,,0.0,0.0,0.0,480.0,488.0,470.0,13.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air G Touring XR AWD w/20"" wheels",All Wheel Drive,Large Cars,28.0,29.0,28.0,700.0,10.0,10.0,6000.0,,0.0,0.0,0.0,480.0,488.0,470.0,13.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air G Touring XR AWD w/21"" wheels",All Wheel Drive,Large Cars,114.0,109.0,112.0,700.0,10.0,10.0,6000.0,,0.0,0.0,0.0,446.0,454.0,436.0,13.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air G Touring XR AWD w/21"" wheels",All Wheel Drive,Large Cars,30.0,31.0,30.0,700.0,10.0,10.0,6000.0,,0.0,0.0,0.0,446.0,454.0,436.0,13.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air Touring AWD w/19"" wheels",All Wheel Drive,Large Cars,133.0,130.0,132.0,600.0,10.0,10.0,6500.0,,0.0,0.0,0.0,406.0,411.0,400.0,10.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air Touring AWD w/19"" wheels",All Wheel Drive,Large Cars,25.0,26.0,26.0,600.0,10.0,10.0,6500.0,,0.0,0.0,0.0,406.0,411.0,400.0,10.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air Touring AWD w/20"" wheels",All Wheel Drive,Large Cars,124.0,119.0,121.0,650.0,10.0,10.0,6250.0,,0.0,0.0,0.0,377.0,384.0,369.0,10.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air Touring AWD w/20"" wheels",All Wheel Drive,Large Cars,27.0,28.0,28.0,650.0,10.0,10.0,6250.0,,0.0,0.0,0.0,377.0,384.0,369.0,10.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air Touring AWD w/21"" wheels",All Wheel Drive,Large Cars,119.0,113.0,116.0,700.0,10.0,10.0,6000.0,,0.0,0.0,0.0,361.0,370.0,350.0,10.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air Touring AWD w/21"" wheels",All Wheel Drive,Large Cars,28.0,30.0,29.0,700.0,10.0,10.0,6000.0,,0.0,0.0,0.0,361.0,370.0,350.0,10.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air Pure RWD w/19"" wheels","2-Wheel Drive, Rear",Large Cars,149.0,142.0,146.0,550.0,10.0,10.0,6750.0,,0.0,0.0,0.0,420.0,430.0,408.0,10.0,,330,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air Pure RWD w/19"" wheels","2-Wheel Drive, Rear",Large Cars,23.0,24.0,23.0,550.0,10.0,10.0,6750.0,,0.0,0.0,0.0,420.0,430.0,408.0,10.0,,330,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air Pure RWD w/20"" wheels","2-Wheel Drive, Rear",Large Cars,132.0,125.0,129.0,600.0,10.0,10.0,6500.0,,0.0,0.0,0.0,372.0,381.0,361.0,10.0,,330,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air Pure RWD w/20"" wheels","2-Wheel Drive, Rear",Large Cars,25.0,27.0,26.0,600.0,10.0,10.0,6500.0,,0.0,0.0,0.0,372.0,381.0,361.0,10.0,,330,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,Air Sapphire AWD,All Wheel Drive,Large Cars,108.0,101.0,105.0,750.0,10.0,10.0,5750.0,,0.0,0.0,0.0,427.0,439.0,412.0,13.0,,"310, 310 and 310",Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,Air Sapphire AWD,All Wheel Drive,Large Cars,31.0,33.0,32.0,750.0,10.0,10.0,5750.0,,0.0,0.0,0.0,427.0,439.0,412.0,13.0,,"310, 310 and 310",Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air G Touring XR AWD w/19"" wheels",All Wheel Drive,Large Cars,129.0,126.0,128.0,600.0,10.0,10.0,6500.0,,0.0,0.0,0.0,512.0,516.0,507.0,13.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air G Touring XR AWD w/19"" wheels",All Wheel Drive,Large Cars,26.0,27.0,26.0,600.0,10.0,10.0,6500.0,,0.0,0.0,0.0,512.0,516.0,507.0,13.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air G Touring XR AWD w/20"" wheels",All Wheel Drive,Large Cars,122.0,117.0,120.0,650.0,9.0,10.0,6250.0,,0.0,0.0,0.0,480.0,488.0,470.0,13.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air G Touring XR AWD w/20"" wheels",All Wheel Drive,Large Cars,28.0,29.0,28.0,650.0,9.0,10.0,6250.0,,0.0,0.0,0.0,480.0,488.0,470.0,13.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air G Touring XR AWD w/21"" wheels",All Wheel Drive,Large Cars,114.0,109.0,112.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,446.0,454.0,436.0,13.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air G Touring XR AWD w/21"" wheels",All Wheel Drive,Large Cars,30.0,31.0,30.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,446.0,454.0,436.0,13.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air Touring AWD w/19"" wheels",All Wheel Drive,Large Cars,133.0,130.0,132.0,600.0,10.0,10.0,6500.0,,0.0,0.0,0.0,406.0,411.0,400.0,10.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air Touring AWD w/19"" wheels",All Wheel Drive,Large Cars,25.0,26.0,26.0,600.0,10.0,10.0,6500.0,,0.0,0.0,0.0,406.0,411.0,400.0,10.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air Touring AWD w/20"" wheels",All Wheel Drive,Large Cars,124.0,119.0,121.0,650.0,10.0,10.0,6250.0,,0.0,0.0,0.0,377.0,384.0,369.0,10.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air Touring AWD w/20"" wheels",All Wheel Drive,Large Cars,27.0,28.0,28.0,650.0,10.0,10.0,6250.0,,0.0,0.0,0.0,377.0,384.0,369.0,10.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air Touring AWD w/21"" wheels",All Wheel Drive,Large Cars,119.0,113.0,116.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,361.0,370.0,350.0,10.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,"Air Touring AWD w/21"" wheels",All Wheel Drive,Large Cars,28.0,30.0,29.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,361.0,370.0,350.0,10.0,,178 and 433,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,Air Sapphire AWD,All Wheel Drive,Large Cars,108.0,101.0,105.0,750.0,9.0,10.0,5750.0,,0.0,0.0,0.0,427.0,439.0,412.0,13.0,,310,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,Air Sapphire AWD,All Wheel Drive,Large Cars,31.0,33.0,32.0,750.0,9.0,10.0,5750.0,,0.0,0.0,0.0,427.0,439.0,412.0,13.0,,310,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,Gravity GT w/20F21R wheels (2R),All Wheel Drive,Standard SUV 4WD,113.0,103.0,108.0,750.0,9.0,10.0,5750.0,,0.0,0.0,0.0,450.0,469.0,426.0,9.5,,170 and 448,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,Gravity GT w/20F21R wheels (2R),All Wheel Drive,Standard SUV 4WD,30.0,33.0,31.0,750.0,9.0,10.0,5750.0,,0.0,0.0,0.0,450.0,469.0,426.0,9.5,,170 and 448,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,Gravity GT w/21F22R wheels (2R),All Wheel Drive,Standard SUV 4WD,102.0,94.0,98.0,800.0,9.0,10.0,5500.0,,0.0,0.0,0.0,407.0,422.0,389.0,9.5,,170 and 448,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,Gravity GT w/21F22R wheels (2R),All Wheel Drive,Standard SUV 4WD,33.0,36.0,34.0,800.0,9.0,10.0,5500.0,,0.0,0.0,0.0,407.0,422.0,389.0,9.5,,170 and 448,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,Gravity GT w/22F23R wheels (2R),All Wheel Drive,Standard SUV 4WD,102.0,94.0,98.0,800.0,9.0,10.0,5500.0,,0.0,0.0,0.0,407.0,422.0,389.0,9.5,,170 and 448,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,Gravity GT w/22F23R wheels (2R),All Wheel Drive,Standard SUV 4WD,33.0,36.0,34.0,800.0,9.0,10.0,5500.0,,0.0,0.0,0.0,407.0,422.0,389.0,9.5,,170 and 448,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,Gravity GT w/20F21R wheels (3R),All Wheel Drive,Standard SUV 4WD,108.0,100.0,104.0,750.0,9.0,10.0,5750.0,,0.0,0.0,0.0,437.0,451.0,419.0,9.5,,170 and 448,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,Gravity GT w/20F21R wheels (3R),All Wheel Drive,Standard SUV 4WD,31.0,34.0,32.0,750.0,9.0,10.0,5750.0,,0.0,0.0,0.0,437.0,451.0,419.0,9.5,,170 and 448,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,Gravity GT w/21F22R wheels (3R),All Wheel Drive,Standard SUV 4WD,96.0,89.0,92.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,386.0,399.0,370.0,9.5,,170 and 448,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,Gravity GT w/21F22R wheels (3R),All Wheel Drive,Standard SUV 4WD,35.0,38.0,36.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,386.0,399.0,370.0,9.5,,170 and 448,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,Gravity GT w/22F23R wheels (3R),All Wheel Drive,Standard SUV 4WD,96.0,89.0,92.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,386.0,399.0,370.0,9.5,,170 and 448,Lithium Ion,Electrical Regen Brake
2025.0,"Lucid USA, Inc",Lucid,Gravity GT w/22F23R wheels (3R),All Wheel Drive,Standard SUV 4WD,35.0,38.0,36.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,386.0,399.0,370.0,9.5,,170 and 448,Lithium Ion,Electrical Regen Brake
2025.0,Maserati,MASERATI,"Grecale Folgore (20"" Wheel)",All Wheel Drive,Small SUV 4WD,80.0,70.0,75.0,1100.0,9.0,10.0,4000.0,,0.0,0.0,0.0,245.0,261.0,226.0,11.0,,205 and 205,Lithium Ion,Electrical Regen Brake
2025.0,Maserati,MASERATI,"Grecale Folgore (20"" Wheel)",All Wheel Drive,Small SUV 4WD,42.0,48.0,45.0,1100.0,9.0,10.0,4000.0,,0.0,0.0,0.0,245.0,261.0,226.0,11.0,,205 and 205,Lithium Ion,Electrical Regen Brake
2025.0,Maserati,MASERATI,"Grecale Folgore (21"" Wheel)",All Wheel Drive,Small SUV 4WD,65.0,59.0,62.0,1300.0,8.0,10.0,3000.0,,0.0,0.0,0.0,206.0,214.0,196.0,11.0,,205 and 205,Lithium Ion,Electrical Regen Brake
2025.0,Maserati,MASERATI,"Grecale Folgore (21"" Wheel)",All Wheel Drive,Small SUV 4WD,52.0,57.0,54.0,1300.0,8.0,10.0,3000.0,,0.0,0.0,0.0,206.0,214.0,196.0,11.0,,205 and 205,Lithium Ion,Electrical Regen Brake
2025.0,Maserati,MASERATI,Granturismo Folgore,All Wheel Drive,Subcompact Cars,85.0,81.0,83.0,950.0,9.0,10.0,4750.0,,0.0,0.0,0.0,233.0,238.0,227.0,9.0,,"275, 275 and 275",Lithium Ion,Electrical Regen Brake
2025.0,Maserati,MASERATI,Granturismo Folgore,All Wheel Drive,Subcompact Cars,40.0,42.0,41.0,950.0,9.0,10.0,4750.0,,0.0,0.0,0.0,233.0,238.0,227.0,9.0,,"275, 275 and 275",Lithium Ion,Electrical Regen Brake
2025.0,Maserati,MASERATI,Grancabrio Folgore,All Wheel Drive,Subcompact Cars,83.0,81.0,82.0,1000.0,9.0,10.0,4500.0,,0.0,0.0,0.0,229.0,232.0,226.0,9.0,,"275, 275 and 275",Lithium Ion,Electrical Regen Brake
2025.0,Maserati,MASERATI,Grancabrio Folgore,All Wheel Drive,Subcompact Cars,41.0,42.0,41.0,1000.0,9.0,10.0,4500.0,,0.0,0.0,0.0,229.0,232.0,226.0,9.0,,"275, 275 and 275",Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,G 580 with EQ Technology,4-Wheel Drive,Standard SUV 4WD,68.0,56.0,62.0,1300.0,8.0,10.0,3000.0,,0.0,0.0,0.0,239.0,258.0,215.0,14.0,,108,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,G 580 with EQ Technology,4-Wheel Drive,Standard SUV 4WD,40.0,42.0,41.0,1300.0,8.0,10.0,3000.0,,0.0,0.0,0.0,239.0,258.0,215.0,14.0,,108,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,AMG EQS 4MATIC+,All Wheel Drive,Large Cars,76.0,81.0,78.0,1000.0,9.0,10.0,4250.0,,0.0,0.0,0.0,315.0,305.0,327.0,12.75,,174 and 310,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,AMG EQS 4MATIC+,All Wheel Drive,Large Cars,44.0,41.0,43.0,1050.0,9.0,10.0,4250.0,,0.0,0.0,0.0,315.0,305.0,327.0,12.75,,174 and 310,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQS 450+,"2-Wheel Drive, Rear",Large Cars,98.0,98.0,98.0,800.0,9.0,10.0,5500.0,,0.0,0.0,0.0,390.0,390.0,390.0,14.0,,265,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQS 450+,"2-Wheel Drive, Rear",Large Cars,34.0,34.0,34.0,800.0,9.0,10.0,5500.0,,0.0,0.0,0.0,390.0,390.0,390.0,14.0,,265,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQS 580 4MATIC,All Wheel Drive,Large Cars,93.0,93.0,93.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,371.0,370.0,372.0,11.5,,174 and 310,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQS 580 4MATIC,All Wheel Drive,Large Cars,36.0,36.0,36.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,371.0,370.0,372.0,11.5,,174 and 310,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQS 450+ (SUV),"2-Wheel Drive, Rear",Standard SUV 2WD,84.0,79.0,82.0,1000.0,9.0,10.0,4500.0,,0.0,0.0,0.0,323.0,329.0,316.0,14.0,,265,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQS 450+ (SUV),"2-Wheel Drive, Rear",Standard SUV 2WD,40.0,42.0,42.0,1000.0,9.0,10.0,4500.0,,0.0,0.0,0.0,323.0,329.0,316.0,14.0,,265,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQS 450 4MATIC,All Wheel Drive,Large Cars,91.0,93.0,92.0,900.0,9.0,10.0,5000.0,,0.0,0.0,0.0,367.0,362.0,373.0,12.75,,174 and 310,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQS 450 4MATIC,All Wheel Drive,Large Cars,36.0,35.0,36.0,900.0,9.0,10.0,5000.0,,0.0,0.0,0.0,367.0,362.0,373.0,12.75,,174 and 310,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQB 250+,"2-Wheel Drive, Front",Small SUV 2WD,114.0,100.0,107.0,750.0,9.0,10.0,5750.0,,0.0,0.0,0.0,251.0,265.0,234.0,8.25,,140,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQB 250+,"2-Wheel Drive, Front",Small SUV 2WD,30.0,34.0,31.0,750.0,9.0,10.0,5750.0,,0.0,0.0,0.0,251.0,265.0,234.0,8.25,,140,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQB 300 4MATIC,All Wheel Drive,Small SUV 4WD,89.0,85.0,87.0,950.0,9.0,10.0,4750.0,,0.0,0.0,0.0,205.0,210.0,199.0,8.32,,72 and 96,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQB 300 4MATIC,All Wheel Drive,Small SUV 4WD,38.0,40.0,39.0,950.0,9.0,10.0,4750.0,,0.0,0.0,0.0,205.0,210.0,199.0,8.32,,72 and 96,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQB 350 4MATIC,All Wheel Drive,Small SUV 4WD,89.0,85.0,87.0,950.0,9.0,10.0,4750.0,,0.0,0.0,0.0,207.0,211.0,202.0,8.25,,72 and 96,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQB 350 4MATIC,All Wheel Drive,Small SUV 4WD,38.0,40.0,39.0,950.0,9.0,10.0,4750.0,,0.0,0.0,0.0,207.0,211.0,202.0,8.25,,72 and 96,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,AMG EQE 4MATIC+,All Wheel Drive,Midsize Cars,69.0,71.0,70.0,1150.0,9.0,10.0,3750.0,,0.0,0.0,0.0,220.0,218.0,222.0,10.75,,165 and 295,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,AMG EQE 4MATIC+,All Wheel Drive,Midsize Cars,48.0,47.0,47.0,1150.0,9.0,10.0,3750.0,,0.0,0.0,0.0,220.0,218.0,222.0,10.75,,165 and 295,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQE 350+,"2-Wheel Drive, Rear",Midsize Cars,94.0,94.0,94.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,308.0,308.0,308.0,11.5,,215,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQE 350+,"2-Wheel Drive, Rear",Midsize Cars,36.0,36.0,36.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,308.0,308.0,308.0,11.5,,215,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQE 350 4MATIC,All Wheel Drive,Midsize Cars,87.0,85.0,86.0,950.0,9.0,10.0,4750.0,,0.0,0.0,0.0,267.0,266.0,269.0,10.75,,71 and 144,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQE 350 4MATIC,All Wheel Drive,Midsize Cars,38.0,39.0,38.0,950.0,9.0,10.0,4750.0,,0.0,0.0,0.0,267.0,266.0,269.0,10.75,,71 and 144,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQE 500 4MATIC,All Wheel Drive,Midsize Cars,85.0,84.0,85.0,950.0,9.0,10.0,4750.0,,0.0,0.0,0.0,266.0,269.0,262.0,11.5,,71 and 144,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQE 500 4MATIC,All Wheel Drive,Midsize Cars,38.0,39.0,39.0,950.0,9.0,10.0,4750.0,,0.0,0.0,0.0,266.0,269.0,262.0,11.5,,71 and 144,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQE 350+ (SUV),"2-Wheel Drive, Rear",Midsize Station Wagons,98.0,87.0,93.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,302.0,320.0,280.0,11.5,,215,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQE 350+ (SUV),"2-Wheel Drive, Rear",Midsize Station Wagons,34.0,38.0,36.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,302.0,320.0,280.0,11.5,,215,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQE 350 4MATIC (SUV),All Wheel Drive,Midsize Station Wagons,84.0,78.0,81.0,1000.0,9.0,10.0,4500.0,,0.0,0.0,0.0,253.0,261.0,243.0,10.75,,71 and 144,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQE 350 4MATIC (SUV),All Wheel Drive,Midsize Station Wagons,39.0,42.0,40.0,1000.0,9.0,10.0,4500.0,,0.0,0.0,0.0,253.0,261.0,243.0,10.75,,71 and 144,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQS 450 4MATIC (SUV),All Wheel Drive,Standard SUV 4WD,80.0,78.0,79.0,1050.0,9.0,10.0,4250.0,,0.0,0.0,0.0,312.0,316.0,307.0,14.0,,174 and 310,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQS 450 4MATIC (SUV),All Wheel Drive,Standard SUV 4WD,42.0,43.0,42.0,1050.0,9.0,10.0,4250.0,,0.0,0.0,0.0,312.0,316.0,307.0,14.0,,174 and 310,Lithium Ion,Electrical Regen Brake
2025.0,Mercedes-Benz,Mercedes-Benz,EQS 580 4MATIC (SUV),All Wheel Drive,Standard SUV 4WD,82.0,78.0,80.0,1000.0,9.0,10.0,4500.0,,0.0,0.0,0.0,317.0,324.0,309.0,14.0,,174 and 310,Lithium Ion,Electrical Regen Brake
