Model_Year,Manufacturer,Brand,Model,Drive_Type,Vehicle_Class,City_MPGe,Hwy_MPGe,Combined_MPGe,Annual_Fuel_Cost,FE_Rating,GHG_Rating,Savings_5yr,Extra_Spend_5yr,City_CO2,Hwy_CO2,Combined_CO2,Range_Miles_Combined,Range_Miles_City,Range_Miles_Hwy,Charge_Time_240V_hrs,Charge_Time_120V_hrs,Motor_Power_kW,Battery_Type,Regen_Braking_Type
2025.0,Ford Motor Company,Ford,MUSTANG MACH-E RALLY,All Wheel Drive,Small SUV 4WD,90.0,81.0,86.0,950.0,9.0,10.0,4750.0,,0.0,0.0,0.0,265.0,278.0,250.0,10.2,,210,Lithium Ion,Electrical Regen Brake
2025.0,Ford Motor Company,Ford,MUSTANG MACH-E RALLY,All Wheel Drive,Small SUV 4WD,38.0,42.0,39.0,950.0,9.0,10.0,4750.0,,0.0,0.0,0.0,265.0,278.0,250.0,10.2,,210,Lithium Ion,Electrical Regen Brake
2025.0,Ford Motor Company,Ford,F150 LIGHTNING 4WD ER2,4-Wheel Drive,Standard Pick-up Trucks 4WD,79.0,65.0,72.0,1150.0,9.0,10.0,3750.0,,0.0,0.0,0.0,300.0,326.0,268.0,13.7,,210 and 210,Lithium Ion,Electrical Regen Brake
2025.0,Ford Motor Company,Ford,F150 LIGHTNING 4WD ER2,4-Wheel Drive,Standard Pick-up Trucks 4WD,43.0,52.0,47.0,1150.0,9.0,10.0,3750.0,,0.0,0.0,0.0,300.0,326.0,268.0,13.7,,210 and 210,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,GENESIS,GV60 RWD,"2-Wheel Drive, Rear",Small SUV 2WD,125.0,99.0,112.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,294.0,324.0,257.0,7.2,,168,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,GENESIS,GV60 RWD,"2-Wheel Drive, Rear",Small SUV 2WD,27.0,34.0,30.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,294.0,324.0,257.0,7.2,,168,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,GENESIS,GV60 AWD with 19'',All Wheel Drive,Small SUV 4WD,110.0,90.0,100.0,800.0,9.0,10.0,5500.0,,0.0,0.0,0.0,264.0,288.0,235.0,7.2,,74 and 160,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,GENESIS,GV60 AWD with 19'',All Wheel Drive,Small SUV 4WD,31.0,38.0,34.0,800.0,9.0,10.0,5500.0,,0.0,0.0,0.0,264.0,288.0,235.0,7.2,,74 and 160,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,GENESIS,GV60 AWD Advanced with 20'',All Wheel Drive,Small SUV 4WD,103.0,86.0,95.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,248.0,268.0,224.0,7.2,,74 and 160,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,GENESIS,GV60 AWD Advanced with 20'',All Wheel Drive,Small SUV 4WD,33.0,39.0,35.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,248.0,268.0,224.0,7.2,,74 and 160,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,GENESIS,GV60 AWD Performance,All Wheel Drive,Small SUV 4WD,97.0,82.0,90.0,900.0,9.0,10.0,5000.0,,0.0,0.0,0.0,235.0,252.0,215.0,7.2,,74 and 160,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,GENESIS,GV60 AWD Performance,All Wheel Drive,Small SUV 4WD,35.0,41.0,37.0,900.0,9.0,10.0,5000.0,,0.0,0.0,0.0,235.0,252.0,215.0,7.2,,74 and 160,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,GENESIS,Electrified G80,All Wheel Drive,Midsize Cars,105.0,89.0,97.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,282.0,304.0,256.0,9.0,,136 and 136,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,GENESIS,Electrified G80,All Wheel Drive,Midsize Cars,32.0,38.0,35.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,282.0,304.0,256.0,9.0,,136 and 136,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,GENESIS,Electrified GV70,All Wheel Drive,Small SUV 4WD,98.0,83.0,91.0,900.0,9.0,10.0,5000.0,,0.0,0.0,0.0,236.0,253.0,215.0,7.9,,74 and 160,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,GENESIS,Electrified GV70,All Wheel Drive,Small SUV 4WD,34.0,41.0,37.0,900.0,9.0,10.0,5000.0,,0.0,0.0,0.0,236.0,253.0,215.0,7.9,,74 and 160,Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,SIERRA EV,4-Wheel Drive,Standard Pick-up Trucks 4WD,70.0,59.0,64.0,1250.0,8.0,10.0,3250.0,,0.0,0.0,0.0,390.0,419.0,354.0,11.5,,189 and 189,Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,SIERRA EV,4-Wheel Drive,Standard Pick-up Trucks 4WD,48.0,57.0,52.0,1250.0,8.0,10.0,3250.0,,0.0,0.0,0.0,390.0,419.0,354.0,11.5,,189 and 189,Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,HUMMER EV SUV,All Wheel Drive,Standard SUV 4WD,59.0,46.0,53.0,1550.0,8.0,10.0,1750.0,,0.0,0.0,0.0,315.0,349.0,274.0,11.2,,195 and 215,Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,HUMMER EV SUV,All Wheel Drive,Standard SUV 4WD,57.0,73.0,64.0,1550.0,8.0,10.0,1750.0,,0.0,0.0,0.0,315.0,349.0,274.0,11.2,,195 and 215,Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,HUMMER EV PICKUP,All Wheel Drive,Standard Pick-up Trucks 4WD,59.0,47.0,53.0,1550.0,8.0,10.0,1750.0,,0.0,0.0,0.0,318.0,351.0,278.0,11.2,,195 and 215,Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,HUMMER EV PICKUP,All Wheel Drive,Standard Pick-up Trucks 4WD,57.0,72.0,64.0,1550.0,8.0,10.0,1750.0,,0.0,0.0,0.0,318.0,351.0,278.0,11.2,,195 and 215,Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,HUMMER EV SUV MT TIRES,All Wheel Drive,Standard SUV 4WD,52.0,42.0,47.0,1700.0,8.0,10.0,1000.0,,0.0,0.0,0.0,282.0,307.0,251.0,11.2,,195 and 215,Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,HUMMER EV SUV MT TIRES,All Wheel Drive,Standard SUV 4WD,65.0,80.0,72.0,1700.0,8.0,10.0,1000.0,,0.0,0.0,0.0,282.0,307.0,251.0,11.2,,195 and 215,Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,HUMMER EV PICKUP MT TIRES,All Wheel Drive,Standard Pick-up Trucks 4WD,52.0,42.0,47.0,1700.0,8.0,10.0,1000.0,,0.0,0.0,0.0,282.0,307.0,251.0,11.2,,195 and 215,Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,HUMMER EV PICKUP MT TIRES,All Wheel Drive,Standard Pick-up Trucks 4WD,65.0,80.0,72.0,1700.0,8.0,10.0,1000.0,,0.0,0.0,0.0,282.0,307.0,251.0,11.2,,195 and 215,Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,HUMMER EV SUV,All Wheel Drive,Standard SUV 4WD,58.0,46.0,52.0,1550.0,8.0,10.0,1750.0,,0.0,0.0,0.0,312.0,343.0,274.0,11.2,,"195, 195 and 215",Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,HUMMER EV SUV,All Wheel Drive,Standard SUV 4WD,59.0,73.0,65.0,1550.0,8.0,10.0,1750.0,,0.0,0.0,0.0,312.0,343.0,274.0,11.2,,"195, 195 and 215",Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,HUMMER EV PICKUP,All Wheel Drive,Standard Pick-up Trucks 4WD,58.0,46.0,52.0,1550.0,8.0,10.0,1750.0,,0.0,0.0,0.0,312.0,343.0,274.0,11.2,,"195, 195 and 195",Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,HUMMER EV PICKUP,All Wheel Drive,Standard Pick-up Trucks 4WD,59.0,73.0,65.0,1550.0,8.0,10.0,1750.0,,0.0,0.0,0.0,312.0,343.0,274.0,11.2,,"195, 195 and 195",Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,HUMMER EV SUV MT TIRES,All Wheel Drive,Standard SUV 4WD,53.0,43.0,48.0,1700.0,8.0,10.0,1000.0,,0.0,0.0,0.0,289.0,314.0,258.0,11.2,,"195, 195 and 215",Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,HUMMER EV SUV MT TIRES,All Wheel Drive,Standard SUV 4WD,64.0,78.0,70.0,1700.0,8.0,10.0,1000.0,,0.0,0.0,0.0,289.0,314.0,258.0,11.2,,"195, 195 and 215",Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,HUMMER EV PICKUP MT TIRES,All Wheel Drive,Standard Pick-up Trucks 4WD,53.0,43.0,48.0,1700.0,8.0,10.0,1000.0,,0.0,0.0,0.0,289.0,314.0,258.0,11.2,,195 and 215,Lithium Ion,Electrical Regen Brake
2025.0,General Motors,GMC,HUMMER EV PICKUP MT TIRES,All Wheel Drive,Standard Pick-up Trucks 4WD,64.0,78.0,70.0,1700.0,8.0,10.0,1000.0,,0.0,0.0,0.0,289.0,314.0,258.0,11.2,,195 and 215,Lithium Ion,Electrical Regen Brake
2025.0,Vinfast Trading and,Hai Phong manufacturing plant,VF 7 Plus,All Wheel Drive,Special Purpose Vehicle 4WD,80.0,71.0,76.0,1050.0,9.0,10.0,4250.0,,0.0,0.0,0.0,209.0,220.0,195.0,12.0,,260,Lithium Ion,Electrical Regen Brake
2025.0,Vinfast Trading and,Hai Phong manufacturing plant,VF 7 Plus,All Wheel Drive,Special Purpose Vehicle 4WD,42.0,47.0,44.0,1050.0,9.0,10.0,4250.0,,0.0,0.0,0.0,209.0,220.0,195.0,12.0,,260,Lithium Ion,Electrical Regen Brake
2025.0,Vinfast Trading and,Hai Phong manufacturing plant,VF 8 Plus,All Wheel Drive,Special Purpose Vehicle 4WD,46.0,42.0,44.0,1850.0,7.0,10.0,250.0,,0.0,0.0,0.0,235.0,245.0,222.0,12.0,,260 and 300,Lithium Ion,Electrical Regen Brake
2025.0,Vinfast Trading and,Hai Phong manufacturing plant,VF 8 Plus,All Wheel Drive,Special Purpose Vehicle 4WD,73.0,80.0,76.0,1850.0,7.0,10.0,250.0,,0.0,0.0,0.0,235.0,245.0,222.0,12.0,,260 and 300,Lithium Ion,Electrical Regen Brake
2025.0,Vinfast Trading and,Hai Phong manufacturing plant,VF 8 Eco,All Wheel Drive,Special Purpose Vehicle 4WD,77.0,69.0,73.0,1100.0,9.0,10.0,4000.0,,0.0,0.0,0.0,256.0,269.0,240.0,12.0,,260 and 300,Lithium Ion,Electrical Regen Brake
2025.0,Vinfast Trading and,Hai Phong manufacturing plant,VF 8 Eco,All Wheel Drive,Special Purpose Vehicle 4WD,44.0,49.0,46.0,1100.0,9.0,10.0,4000.0,,0.0,0.0,0.0,256.0,269.0,240.0,12.0,,260 and 300,Lithium Ion,Electrical Regen Brake
2025.0,Vinfast Trading and,Hai Phong manufacturing plant,VF 9 Plus,All Wheel Drive,Special Purpose Vehicle 4WD,70.0,65.0,68.0,1200.0,9.0,10.0,3500.0,,0.0,0.0,0.0,287.0,298.0,274.0,15.0,,260 and 300,Lithium Ion,Electrical Regen Brake
2025.0,Vinfast Trading and,Hai Phong manufacturing plant,VF 9 Plus,All Wheel Drive,Special Purpose Vehicle 4WD,48.0,52.0,50.0,1200.0,9.0,10.0,3500.0,,0.0,0.0,0.0,287.0,298.0,274.0,15.0,,260 and 300,Lithium Ion,Electrical Regen Brake
2025.0,Vinfast Trading and,Hai Phong manufacturing plant,VF 6 Plus,"2-Wheel Drive, Front",Special Purpose Vehicle 2WD,88.0,82.0,85.0,950.0,9.0,10.0,4750.0,,0.0,0.0,0.0,176.0,182.0,168.0,7.24,,150,Lithium Ion,Electrical Regen Brake
2025.0,Vinfast Trading and,Hai Phong manufacturing plant,VF 6 Plus,"2-Wheel Drive, Front",Special Purpose Vehicle 2WD,38.0,41.0,40.0,950.0,9.0,10.0,4750.0,,0.0,0.0,0.0,176.0,182.0,168.0,7.24,,150,Lithium Ion,Electrical Regen Brake
2025.0,Honda,Honda,Prologue FWD,"2-Wheel Drive, Front",Standard SUV 2WD,113.0,94.0,104.0,800.0,9.0,10.0,5500.0,,0.0,0.0,0.0,308.0,333.0,278.0,9.5,,180,Lithium Ion,Electrical Regen Brake
2025.0,Honda,Honda,Prologue FWD,"2-Wheel Drive, Front",Standard SUV 2WD,30.0,36.0,33.0,800.0,9.0,10.0,5500.0,,0.0,0.0,0.0,308.0,333.0,278.0,9.5,,180,Lithium Ion,Electrical Regen Brake
2025.0,Honda,Honda,Prologue AWD Touring,All Wheel Drive,Standard SUV 4WD,108.0,90.0,99.0,800.0,9.0,10.0,5500.0,,0.0,0.0,0.0,294.0,318.0,265.0,9.5,,67 and 180,Lithium Ion,Electrical Regen Brake
2025.0,Honda,Honda,Prologue AWD Touring,All Wheel Drive,Standard SUV 4WD,31.0,37.0,34.0,800.0,9.0,10.0,5500.0,,0.0,0.0,0.0,294.0,318.0,265.0,9.5,,67 and 180,Lithium Ion,Electrical Regen Brake
2025.0,Honda,Honda,Prologue AWD Elite,All Wheel Drive,Standard SUV 4WD,104.0,87.0,95.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,283.0,306.0,255.0,9.5,,67 and 180,Lithium Ion,Electrical Regen Brake
2025.0,Honda,Honda,Prologue AWD Elite,All Wheel Drive,Standard SUV 4WD,32.0,39.0,35.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,283.0,306.0,255.0,9.5,,67 and 180,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq 5 AWD (19inch Wheels),All Wheel Drive,Small SUV 4WD,116.0,96.0,106.0,750.0,9.0,10.0,5750.0,,0.0,0.0,0.0,290.0,314.0,261.0,8.2,,74 and 165,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq 5 AWD (19inch Wheels),All Wheel Drive,Small SUV 4WD,29.0,35.0,32.0,750.0,9.0,10.0,5750.0,,0.0,0.0,0.0,290.0,314.0,261.0,8.2,,74 and 165,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq 5 RWD,"2-Wheel Drive, Rear",Small SUV 2WD,129.0,100.0,114.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,318.0,356.0,272.0,9.1,,168,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq 5 RWD,"2-Wheel Drive, Rear",Small SUV 2WD,26.0,34.0,30.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,318.0,356.0,272.0,9.1,,168,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq 5 Standard range,"2-Wheel Drive, Rear",Small SUV 2WD,131.0,100.0,115.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,245.0,274.0,210.0,6.3,,125,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq 5 Standard range,"2-Wheel Drive, Rear",Small SUV 2WD,26.0,34.0,29.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,245.0,274.0,210.0,6.3,,125,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq 6 Standard Range,"2-Wheel Drive, Rear",Midsize Cars,151.0,120.0,135.0,600.0,10.0,10.0,6500.0,,0.0,0.0,0.0,240.0,267.0,207.0,6.1,,111,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq 6 Standard Range,"2-Wheel Drive, Rear",Midsize Cars,22.0,28.0,25.0,600.0,10.0,10.0,6500.0,,0.0,0.0,0.0,240.0,267.0,207.0,6.1,,111,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,IONIQ 6 RWD (18'' Wheels),"2-Wheel Drive, Rear",Midsize Cars,144.0,120.0,132.0,600.0,10.0,10.0,6500.0,,0.0,0.0,0.0,342.0,370.0,308.0,7.5,,168,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,IONIQ 6 RWD (18'' Wheels),"2-Wheel Drive, Rear",Midsize Cars,23.0,28.0,26.0,600.0,10.0,10.0,6500.0,,0.0,0.0,0.0,342.0,370.0,308.0,7.5,,168,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,IONIQ 6 RWD (20'' Wheels),"2-Wheel Drive, Rear",Midsize Cars,123.0,100.0,111.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,291.0,321.0,254.0,7.5,,168,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,IONIQ 6 RWD (20'' Wheels),"2-Wheel Drive, Rear",Midsize Cars,27.0,34.0,30.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,291.0,321.0,254.0,7.5,,168,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,IONIQ 6 AWD (18'' Wheels),All Wheel Drive,Midsize Cars,130.0,111.0,121.0,650.0,10.0,10.0,6250.0,,0.0,0.0,0.0,316.0,334.0,294.0,7.5,,74 and 165,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,IONIQ 6 AWD (18'' Wheels),All Wheel Drive,Midsize Cars,26.0,30.0,28.0,650.0,10.0,10.0,6250.0,,0.0,0.0,0.0,316.0,334.0,294.0,7.5,,74 and 165,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,IONIQ6 AWD (20'' Wheels),All Wheel Drive,Midsize Cars,111.0,94.0,103.0,800.0,9.0,10.0,5500.0,,0.0,0.0,0.0,270.0,286.0,250.0,7.5,,74 and 165,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,IONIQ6 AWD (20'' Wheels),All Wheel Drive,Midsize Cars,31.0,36.0,33.0,800.0,9.0,10.0,5500.0,,0.0,0.0,0.0,270.0,286.0,250.0,7.5,,74 and 165,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Kona Electric Standard Range,"2-Wheel Drive, Front",Small SUV 2WD,131.0,105.0,118.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,200.0,220.0,176.0,5.1,,99,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Kona Electric Standard Range,"2-Wheel Drive, Front",Small SUV 2WD,26.0,32.0,29.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,200.0,220.0,176.0,5.1,,99,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Kona Electric (17inch Wheels),"2-Wheel Drive, Front",Small SUV 2WD,129.0,103.0,116.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,261.0,287.0,230.0,6.7,,150,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Kona Electric (17inch Wheels),"2-Wheel Drive, Front",Small SUV 2WD,26.0,33.0,29.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,261.0,287.0,230.0,6.7,,150,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq 5 N,All Wheel Drive,Small SUV 4WD,84.0,72.0,78.0,1050.0,9.0,10.0,4250.0,,0.0,0.0,0.0,221.0,237.0,202.0,8.7,,166 and 282,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq 5 N,All Wheel Drive,Small SUV 4WD,40.0,47.0,43.0,1050.0,9.0,10.0,4250.0,,0.0,0.0,0.0,221.0,237.0,202.0,8.7,,166 and 282,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Kona Electric (19inch Wheels),"2-Wheel Drive, Front",Small SUV 2WD,113.0,93.0,103.0,800.0,9.0,10.0,5500.0,,0.0,0.0,0.0,230.0,249.0,207.0,6.9,,150,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Kona Electric (19inch Wheels),"2-Wheel Drive, Front",Small SUV 2WD,28.0,34.0,31.0,800.0,9.0,10.0,5500.0,,0.0,0.0,0.0,230.0,249.0,207.0,6.9,,150,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq 5 Robo taxi,"2-Wheel Drive, Rear",Small SUV 2WD,73.0,69.0,71.0,1150.0,9.0,10.0,3750.0,,0.0,0.0,0.0,168.0,172.0,163.0,10.3,,168,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq 5 Robo taxi,"2-Wheel Drive, Rear",Small SUV 2WD,46.0,49.0,48.0,1150.0,9.0,10.0,3750.0,,0.0,0.0,0.0,168.0,172.0,163.0,10.3,,168,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq 5 AWD XRT,All Wheel Drive,Small SUV 4WD,103.0,85.0,94.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,259.0,281.0,232.0,8.2,,74 and 165,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq 5 AWD XRT,All Wheel Drive,Small SUV 4WD,33.0,40.0,36.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,259.0,281.0,232.0,8.2,,74 and 165,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq 5 AWD (20inch Wheels),All Wheel Drive,Small SUV 4WD,108.0,88.0,98.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,269.0,294.0,238.0,8.2,,74 and 165,Lithium Ion,Electrical Regen Brake
2025.0,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq 5 AWD (20inch Wheels),All Wheel Drive,Small SUV 4WD,31.0,39.0,34.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,269.0,294.0,238.0,8.2,,74 and 165,Lithium Ion,Electrical Regen Brake
2025.0,FCA US LLC,Jeep,Wagoneer S AWD (Falken tire),All Wheel Drive,Standard SUV 4WD,100.0,85.0,93.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,294.0,315.0,268.0,9.9,,250,Lithium Ion,Electrical Regen Brake
2025.0,FCA US LLC,Jeep,Wagoneer S AWD (Falken tire),All Wheel Drive,Standard SUV 4WD,34.0,39.0,36.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,294.0,315.0,268.0,9.9,,250,Lithium Ion,Electrical Regen Brake
2025.0,FCA US LLC,Jeep,Wagoneer S AWD (Pirelli tire),All Wheel Drive,Standard SUV 4WD,90.0,76.0,83.0,1000.0,9.0,10.0,4500.0,,0.0,0.0,0.0,262.0,279.0,241.0,9.9,,250,Lithium Ion,Electrical Regen Brake
2025.0,FCA US LLC,Jeep,Wagoneer S AWD (Pirelli tire),All Wheel Drive,Standard SUV 4WD,38.0,44.0,41.0,1000.0,9.0,10.0,4500.0,,0.0,0.0,0.0,262.0,279.0,241.0,9.9,,250,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,Niro Electric,"2-Wheel Drive, Front",Small SUV 2WD,126.0,101.0,113.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,253.0,275.0,226.0,7.5,,150,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,Niro Electric,"2-Wheel Drive, Front",Small SUV 2WD,27.0,33.0,30.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,253.0,275.0,226.0,7.5,,150,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV6 AWD GT,All Wheel Drive,Small SUV 4WD,87.0,79.0,83.0,1000.0,9.0,10.0,4500.0,,0.0,0.0,0.0,231.0,241.0,219.0,8.6,,175 and 303,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV6 AWD GT,All Wheel Drive,Small SUV 4WD,38.0,42.0,40.0,1000.0,9.0,10.0,4500.0,,0.0,0.0,0.0,231.0,241.0,219.0,8.6,,175 and 303,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV6 Long Range AWD (19'' Wheels),All Wheel Drive,Small SUV 4WD,117.0,95.0,106.0,750.0,9.0,10.0,5750.0,,0.0,0.0,0.0,295.0,316.0,269.0,8.8,,74 and 165,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV6 Long Range AWD (19'' Wheels),All Wheel Drive,Small SUV 4WD,29.0,35.0,32.0,750.0,9.0,10.0,5750.0,,0.0,0.0,0.0,295.0,316.0,269.0,8.8,,74 and 165,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV6 Long Range AWD (20'' Wheels),All Wheel Drive,Small SUV 4WD,106.0,89.0,97.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,270.0,292.0,243.0,8.9,,74 and 165,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV6 Long Range AWD (20'' Wheels),All Wheel Drive,Small SUV 4WD,32.0,38.0,35.0,850.0,9.0,10.0,5250.0,,0.0,0.0,0.0,270.0,292.0,243.0,8.9,,74 and 165,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV6 Standard Range RWD,"2-Wheel Drive, Rear",Small SUV 2WD,128.0,103.0,115.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,237.0,260.0,209.0,6.2,,125,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV6 Standard Range RWD,"2-Wheel Drive, Rear",Small SUV 2WD,26.0,33.0,29.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,237.0,260.0,209.0,6.2,,125,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV6 Long Range RWD,"2-Wheel Drive, Rear",Small SUV 2WD,128.0,101.0,114.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,319.0,352.0,278.0,9.0,,168,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV6 Long Range RWD,"2-Wheel Drive, Rear",Small SUV 2WD,26.0,33.0,30.0,700.0,9.0,10.0,6000.0,,0.0,0.0,0.0,319.0,352.0,278.0,9.0,,168,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV9 Standard Range RWD,"2-Wheel Drive, Rear",Standard SUV 2WD,99.0,77.0,88.0,900.0,9.0,10.0,5000.0,,0.0,0.0,0.0,230.0,256.0,198.0,11.4,,160,Lithium Ion,Electrical Regen Brake
2025.0,Kia,KIA,EV9 Standard Range RWD,"2-Wheel Drive, Rear",Standard SUV 2WD,34.0,44.0,38.0,900.0,9.0,10.0,5000.0,,0.0,0.0,0.0,230.0,256.0,198.0,11.4,,160,Lithium Ion,Electrical Regen Brake
